,timestep,trust_prop,anger_prop,fear_prop,negative_prop,sadness_prop,surprise_prop,positive_prop,disgust_prop,joy_prop,anticipation_prop,trust_cnts,anger_cnts,fear_cnts,negative_cnts,sadness_cnts,surprise_cnts,positive_cnts,disgust_cnts,joy_cnts,anticipation_cnts,num_words,song_counts,WeekID,trust_prop_detrended,anger_prop_detrended,fear_prop_detrended,negative_prop_detrended,sadness_prop_detrended,surprise_prop_detrended,positive_prop_detrended,disgust_prop_detrended,joy_prop_detrended,anticipation_prop_detrended,DATE,MonthID,S&P,S&P_detrended,Unemp,Unemp_detrended,Food&Beverage,Food&Beverage_detrended,GDP,GDP_detrended,Income,Income_detrended,LoanRate,LoanRate_detrended
2031,1997-07-05,0.3212480806918858,0.1619991209563771,0.1947892333089936,0.37611097718638975,0.1883015640342465,0.11555786276169752,0.513792867154973,0.117610477632075,0.35275769241486715,0.2268358091533937,988.1666666666664,546.3333333333334,642.6666666666667,1201.6666666666667,600.0,414.83333333333337,1553.333333333333,363.5,1012.8333333333336,693.6666666666667,3120.666666666667,75,1436,0.004575308539319478,-0.0118773048331538,-0.00909452858834775,-0.008207220932482441,0.005286361574210446,-0.005669617652743375,0.009315018237288086,-0.0027887884725788237,0.01240241822157595,-0.007455653030348397,,,,,,,,,,,,,,
2032,1997-07-12,0.31359560469074704,0.15827351058462727,0.18938169570854488,0.3697801628396998,0.19245817614482325,0.1179286325295646,0.5233867595634442,0.11306084996441725,0.3524691447354873,0.2373147443797612,995.5,542.1666666666666,638.5000000000001,1201.9999999999998,612.3333333333333,427.66666666666674,1600.8333333333335,361.33333333333326,1040.5,730.0000000000001,3170.166666666667,77,1437,-0.007652476001138775,-0.003725610371749843,-0.0054075376004487094,-0.0063308143466899724,0.004156612110576746,0.002370769767867084,0.009593892408471194,-0.004549627667657749,-0.00028854767937985804,0.010478935226367477,,,,,,,,,,,,,,
2033,1997-07-19,0.33088810647729805,0.15115121476190965,0.17811562613980894,0.3540182066306937,0.1881376936831819,0.12669136888957558,0.5396137598883761,0.10921906042059522,0.3763349507725802,0.2450605159679685,1076.0000000000002,560.8333333333333,645.5,1222.9999999999998,632.3333333333333,440.0,1689.333333333333,381.33333333333326,1125.0000000000002,734.0000000000001,3286.0000000000014,78,1438,0.01729250178655101,-0.007122295822717617,-0.011266069568735935,-0.015761956209006056,-0.004320482461641351,0.008762736360010974,0.016227000324931958,-0.0038417895438220273,0.023865806037092933,0.007745771588207302,,,,,,,,,,,,,,
2034,1997-07-26,0.3372048152461735,0.14839677456566047,0.17425352062742905,0.34851081088014313,0.18327590924613965,0.12379956119717175,0.5457760060464492,0.1077117646079653,0.3844575601829943,0.24492552404769136,1111.1666666666667,554.1666666666666,633.5,1211.6666666666665,617.6666666666666,430.33333333333326,1727.833333333333,379.6666666666666,1168.5000000000002,739.9999999999999,3313.8333333333344,79,1439,0.006316708768875468,-0.0027544401962491805,-0.003862105512379893,-0.005507395750550592,-0.004861784437042244,-0.002891807692403825,0.006162246158073037,-0.0015072958126299135,0.008122609410414094,-0.00013499192027713325,,,,,,,,,,,,,,
2035,1997-08-02,0.3368042141652948,0.1452312197710582,0.17405171037786604,0.3516787427634105,0.1840910967226056,0.12446396364922532,0.5474888043872513,0.10690963530783963,0.3847470191277389,0.2556004320611924,1099.3333333333333,548.0,622.8333333333334,1224.3333333333333,622.5,434.1666666666666,1734.9999999999998,381.0,1164.8333333333335,783.6666666666665,3322.5000000000005,81,1440,-0.000400601080878693,-0.00316555479460226,-0.00020181024956300583,0.003167931883267361,0.000815187476465945,0.0006644024520535696,0.0017127983408021794,-0.0008021293001256731,0.00028945894474458056,0.010674908013501015,1997-08-01,1997.583333333333,899.4699710000001,-54.84002699999997,4.8,-0.10000000000000052,158.2,0.5,,,8298.5,42.89999999999964,13.84,0.009999999999999787
2036,1997-08-09,0.3454589222491505,0.14057590764907174,0.1687237946170189,0.3439295982202661,0.18210744358618214,0.1264720882385037,0.558226621123818,0.10025596011274204,0.39338189488923614,0.26125561618897825,1153.6666666666667,543.3333333333333,616.8333333333333,1220.6666666666667,632.8333333333334,441.16666666666674,1798.6666666666665,378.33333333333326,1215.5,806.0,3382.5000000000005,82,1441,0.008654708083855656,-0.004655312121986471,-0.0053279157608471526,-0.007749144543144405,-0.0019836531364234573,0.002008124589278376,0.010737816736566708,-0.006653675195097589,0.00863487576149724,0.005655184127785873,,,,,,,,,,,,,,
2037,1997-08-16,0.3405468978437483,0.14099746712517205,0.16802794424784398,0.3411463073039637,0.17973003347880098,0.12563132437305724,0.5625324389408112,0.0994459225205102,0.3850333896082008,0.257285495115094,1130.5,540.6666666666665,612.6666666666667,1196.3333333333333,614.6666666666667,437.50000000000006,1798.0,375.5,1187.8333333333335,791.3333333333335,3352.0,79,1442,-0.004912024405402171,0.0004215594761003138,-0.0006958503691749107,-0.002783290916302361,-0.002377410107381156,-0.0008407638654464589,0.0043058178169931285,-0.0008100375922318465,-0.008348505281035312,-0.003970121073884225,,,,,,,,,,,,,,
2038,1997-08-23,0.3479713900528247,0.1349968458905232,0.1689739747462919,0.3448584320327392,0.17945910960644146,0.12471351213538115,0.5565459625661671,0.0972408286413208,0.3771841549740677,0.2463706055801057,1122.5,506.99999999999983,596.0,1168.3333333333333,595.6666666666667,413.5,1741.333333333333,351.5,1151.8333333333335,729.0,3239.6666666666674,78,1443,0.007424492209076372,-0.006000621234648867,0.0009460304984479084,0.003712124728775468,-0.00027092387235952414,-0.0009178122376760912,-0.005986476374644112,-0.002205093879189393,-0.00784923463413312,-0.010914889534988316,,,,,,,,,,,,,,
2039,1997-08-30,0.3436023180829854,0.13659157371786934,0.16575546194725474,0.340330653302626,0.18795904125024968,0.1265595650813351,0.5592013675987039,0.0988953897687806,0.3796404865579924,0.24654614677173906,1122.1666666666665,499.49999999999983,574.8333333333334,1136.6666666666667,623.1666666666667,427.00000000000006,1770.833333333333,355.5,1192.3333333333335,717.5,3218.0000000000014,81,1444,-0.0043690719698392675,0.0015947278273461538,-0.0032185127990371487,-0.0045277787301131744,0.008499931643808217,0.001846052945953941,0.0026554050325368057,0.0016545611274597913,0.0024563315839246647,0.00017554119163334936,1997-09-01,1997.666666666667,947.280029,47.8100579999998,4.9,0.10000000000000052,158.4,0.20000000000001705,,,8320.2,21.700000000000724,,0.22000000000000064
2040,1997-09-06,0.35345035506747835,0.13399752510973598,0.1611076777105786,0.3314997346678853,0.1851606487633901,0.1250088664017331,0.5716874660505196,0.09649124456921324,0.393744464584901,0.2362887772022189,1199.833333333333,512.8333333333333,580.6666666666667,1149.5,640.3333333333334,437.33333333333326,1876.333333333333,367.33333333333326,1286.1666666666665,703.0,3332.333333333334,82,1445,0.009848036984492936,-0.0025940486081333647,-0.004647784236676139,-0.008830918634740725,-0.0027983924868595638,-0.0015506986796020028,0.012486098451815695,-0.002404145199567359,0.014103978026908659,-0.010257369569520142,,,,,,,,,,,,,,
