,word,anger,anticipation,disgust,fear,joy,negative,positive,sadness,surprise,trust
0,a,0,0,0,0,0,1,0,0,0,0
1,aback,0,0,0,0,0,0,0,0,0,0
2,abacu,0,0,0,0,0,0,0,0,0,1
3,abandon,1,0,0,1,0,1,0,1,0,0
4,abandonment,1,0,0,1,0,1,0,1,1,0
5,abate,0,0,0,0,0,0,0,0,0,0
6,abatement,0,0,0,0,0,0,0,0,0,0
7,abba,0,0,0,0,0,0,1,0,0,0
8,abbot,0,0,0,0,0,0,0,0,0,1
9,abbreviate,0,0,0,0,0,0,0,0,0,0
10,abbreviation,0,0,0,0,0,0,0,0,0,0
11,abdomen,0,0,0,0,0,0,0,0,0,0
12,abdominal,0,0,0,0,0,0,0,0,0,0
13,abduction,0,0,0,1,0,1,0,1,1,0
14,aberrant,0,0,0,0,0,1,0,0,0,0
15,aberration,0,0,1,0,0,1,0,0,0,0
16,abeyance,0,0,0,0,0,0,0,0,0,0
17,abhor,1,0,1,1,0,1,0,0,0,0
18,abhorrent,1,0,1,1,0,1,0,0,0,0
19,abide,0,0,0,0,0,0,0,0,0,0
20,ability,0,0,0,0,0,0,1,0,0,0
21,abject,0,0,1,0,0,1,0,0,0,0
22,ablation,0,0,0,0,0,0,0,0,0,0
23,ablaze,0,0,0,0,0,0,0,0,0,0
24,abnormal,0,0,1,0,0,1,0,0,0,0
25,aboard,0,0,0,0,0,0,0,0,0,0
26,abolish,1,0,0,0,0,1,0,0,0,0
27,abolition,0,0,0,0,0,1,0,0,0,0
28,abominable,0,0,1,1,0,1,0,0,0,0
29,abomination,1,0,1,1,0,1,0,0,0,0
30,aboriginal,0,0,0,0,0,0,0,0,0,0
31,abort,0,0,0,0,0,1,0,0,0,0
32,abortion,0,0,1,1,0,1,0,1,0,0
33,abortive,0,0,0,0,0,1,0,1,0,0
34,abound,0,0,0,0,0,0,0,0,0,0
35,abovemention,0,0,0,0,0,0,1,0,0,0
36,abrasion,0,0,0,0,0,1,0,0,0,0
37,abroad,0,0,0,0,0,0,0,0,0,0
38,abrogate,0,0,0,0,0,1,0,0,0,0
39,abrupt,0,0,0,0,0,0,0,0,1,0
40,abruptly,0,0,0,0,0,0,0,0,0,0
41,abscess,0,0,0,0,0,1,0,1,0,0
42,absence,0,0,0,1,0,1,0,1,0,0
43,absent,0,0,0,0,0,1,0,1,0,0
44,absentee,0,0,0,0,0,1,0,1,0,0
45,absenteeism,0,0,0,0,0,1,0,0,0,0
46,absinthe,0,0,0,0,0,0,0,0,0,0
47,absolute,0,0,0,0,0,0,1,0,0,0
48,absolution,0,0,0,0,1,0,1,0,0,1
49,absorb,0,0,0,0,0,0,1,0,0,0
50,absorbent,0,0,0,0,0,0,0,0,0,0
51,absorption,0,0,0,0,0,0,0,0,0,0
52,abstain,0,0,0,0,0,0,0,0,0,0
53,abstention,0,0,0,0,0,0,0,0,0,0
54,abstinence,0,0,0,0,0,0,0,0,0,0
55,abstract,0,0,0,0,0,0,0,0,0,0
56,abstraction,0,0,0,0,0,0,0,0,0,0
57,absurd,0,0,0,0,0,1,0,0,0,0
58,absurdity,0,0,0,0,0,1,0,0,0,0
59,abundance,0,1,1,0,1,1,1,0,0,1
60,abundant,0,0,0,0,1,0,1,0,0,0
61,abuse,1,0,1,1,0,1,0,1,0,0
62,abutment,0,0,0,0,0,0,0,0,0,0
63,aby,0,0,0,0,0,0,0,0,0,0
64,abye,0,0,0,1,0,1,0,1,0,0
65,abysmal,0,0,0,0,0,1,0,1,0,0
66,academic,0,0,0,0,0,0,1,0,0,1
67,academy,0,0,0,0,0,0,1,0,0,0
68,accede,0,0,0,0,0,0,0,0,0,0
69,accelerate,0,1,0,0,0,0,0,0,0,0
70,acceleration,0,0,0,0,0,0,0,0,0,0
71,accent,0,0,0,0,0,0,0,0,0,0
72,accentuate,0,0,0,0,0,0,0,0,0,0
73,accept,0,0,0,0,0,0,0,0,0,0
74,acceptable,0,0,0,0,0,0,1,0,0,0
75,acceptance,0,0,0,0,0,0,1,0,0,0
76,access,0,0,0,0,0,0,0,0,0,0
77,accessible,0,0,0,0,0,0,1,0,0,0
78,accession,0,0,0,0,0,0,0,0,0,0
79,accessory,0,0,0,0,0,0,0,0,0,0
80,accident,0,0,0,1,0,1,0,1,1,0
81,accidental,0,0,0,1,0,1,0,0,1,0
82,accidentally,0,0,0,0,0,0,0,0,1,0
83,accolade,0,1,0,0,1,0,1,0,1,1
84,accommodate,0,0,0,0,0,0,0,0,0,0
85,accommodation,0,0,0,0,0,0,1,0,0,0
86,accompaniment,0,1,0,0,1,0,1,0,0,1
87,accompany,0,0,0,0,0,0,0,0,0,0
88,accomplice,0,0,0,0,0,0,0,0,0,0
89,accomplish,0,0,0,0,1,0,1,0,0,0
90,accomplishment,0,0,0,0,0,0,1,0,0,0
91,accord,0,0,0,0,0,0,1,0,0,1
92,accordance,0,0,0,0,0,0,0,0,0,0
93,accordion,0,0,0,0,0,0,0,0,0,0
94,account,0,0,0,0,0,0,0,0,0,1
95,accountability,0,0,0,0,0,0,1,0,0,1
96,accountable,0,0,0,0,0,0,1,0,0,1
97,accountant,0,0,0,0,0,0,0,0,0,1
98,accredit,0,0,0,0,0,0,1,0,0,1
99,accretion,0,0,0,0,0,0,0,0,0,0
100,accrue,0,0,0,0,0,0,0,0,0,0
101,accueil,0,0,0,0,0,0,1,0,0,0
102,accumulate,0,0,0,0,0,0,0,0,0,0
103,accumulation,0,0,0,0,0,0,0,0,0,0
104,accuracy,0,0,0,0,0,0,0,0,0,0
105,accurate,0,0,0,0,0,0,1,0,0,1
106,accurse,1,0,0,1,0,1,0,1,0,0
107,accusation,1,0,1,0,0,1,0,0,0,0
108,accusative,0,0,0,0,0,1,0,0,0,0
109,accuse,1,0,0,1,0,1,0,0,0,0
110,accuser,1,0,0,1,0,1,0,0,0,0
111,accustom,0,0,0,0,0,0,0,0,0,0
112,ace,0,0,0,0,0,0,1,0,0,0
113,acetic,0,0,0,0,0,0,0,0,0,0
114,ache,0,0,0,0,0,1,0,1,0,0
115,achieve,0,0,0,0,1,0,1,0,0,1
116,achievement,0,1,0,0,1,0,1,0,0,1
117,acid,0,0,0,0,0,1,0,0,0,0
118,acidity,0,0,0,0,0,0,0,0,0,0
119,acknowledge,0,0,0,0,0,0,0,0,0,0
120,acknowledgment,0,0,0,0,0,0,1,0,0,0
121,acme,0,0,0,0,0,0,0,0,0,0
122,acoustic,0,0,0,0,0,0,0,0,0,0
123,acquaint,0,0,0,0,0,0,0,0,0,0
124,acquaintance,0,0,0,0,0,0,0,0,0,0
125,acquiescence,0,0,0,0,0,0,0,0,0,0
126,acquire,0,1,0,0,0,0,1,0,0,0
127,acquisition,0,0,0,0,0,0,0,0,0,0
128,acre,0,0,0,0,0,0,0,0,0,0
129,acreage,0,0,0,0,0,0,0,0,0,0
130,acrobat,0,0,0,1,1,0,1,0,0,1
131,act,0,0,0,0,0,0,0,0,0,0
132,action,0,0,0,0,0,0,1,0,0,0
133,actionable,1,0,1,0,0,1,0,0,0,0
134,active,0,0,0,0,0,0,0,0,0,0
135,activity,0,0,0,0,0,0,0,0,0,0
136,actor,0,0,0,0,0,0,0,0,0,0
137,actual,0,0,0,0,0,0,1,0,0,0
138,actuality,0,0,0,0,0,0,0,0,0,0
139,actuary,0,0,0,0,0,0,0,0,0,0
140,acuity,0,0,0,0,0,0,1,0,0,0
141,acumen,0,0,0,0,0,0,1,0,0,0
142,acupuncture,0,0,0,0,0,0,0,0,0,0
143,acutely,0,0,0,0,0,0,0,0,0,0
144,adage,0,0,0,0,0,0,0,0,0,0
145,adamant,0,0,0,0,0,0,0,0,0,0
146,adapt,0,0,0,0,0,0,1,0,0,0
147,adaptable,0,0,0,0,0,0,1,0,0,0
148,add,0,0,0,0,0,0,0,0,0,0
149,addendum,0,0,0,0,0,0,0,0,0,0
150,adder,1,0,1,1,0,1,0,1,0,0
151,addiction,0,0,0,0,0,1,0,0,0,0
152,addition,0,0,0,0,0,0,0,0,0,0
153,additional,0,0,0,0,0,0,0,0,0,0
154,additive,0,0,0,0,0,0,0,0,0,0
155,address,0,1,0,0,0,0,1,0,0,0
156,addressee,0,0,0,0,0,0,0,0,0,0
157,adept,0,0,0,0,0,0,1,0,0,0
158,adequacy,0,0,0,0,0,0,1,0,0,0
159,adequate,0,0,0,0,0,0,0,0,0,0
160,adhere,0,0,0,0,0,0,0,0,0,1
161,adherence,0,0,0,0,0,0,0,0,0,0
162,adherent,0,0,0,0,0,0,0,0,0,0
163,adhesion,0,0,0,0,0,0,0,0,0,0
164,adhesive,0,0,0,0,0,0,0,0,0,0
165,adieu,0,0,0,0,0,0,0,0,0,0
166,adipose,0,0,0,0,0,1,0,0,0,0
167,adjacency,0,0,0,0,0,0,0,0,0,0
168,adjacent,0,0,0,0,0,0,0,0,0,0
169,adjective,0,0,0,0,0,0,0,0,0,0
170,adjoin,0,0,0,0,0,0,0,0,0,0
171,adjourn,0,0,0,0,0,0,0,0,0,0
172,adjournment,0,0,0,0,0,0,0,0,0,0
173,adjudicate,0,0,0,1,0,1,0,0,0,0
174,adjudication,0,0,0,0,0,0,0,0,0,0
175,adjunct,0,0,0,0,0,0,1,0,0,0
176,adjust,0,0,0,0,0,0,0,0,0,0
177,adjustment,0,0,0,0,0,0,0,0,0,0
178,adjuvant,0,0,0,0,0,0,0,0,0,0
179,administer,0,0,0,0,0,0,0,0,0,0
180,administration,0,0,0,0,0,0,0,0,0,0
181,administrative,0,0,0,0,0,0,0,0,0,1
182,admirable,0,0,0,0,1,0,1,0,0,1
183,admiral,0,0,0,0,0,0,1,0,0,1
184,admiralty,0,0,0,0,0,0,0,0,0,0
185,admiration,0,0,0,0,1,0,1,0,0,1
186,admire,0,0,0,0,0,0,1,0,0,1
187,admirer,0,0,0,0,0,0,1,0,0,0
188,admissibility,0,0,0,0,0,0,0,0,0,0
189,admissible,0,0,0,0,0,0,1,0,0,1
190,admission,0,0,0,0,0,0,0,0,0,0
191,admit,0,0,0,0,0,0,0,0,0,0
192,admittance,0,0,0,0,0,0,0,0,0,0
193,admixture,0,0,0,0,0,0,0,0,0,0
194,admonition,0,0,0,1,0,1,0,0,0,0
195,ado,0,0,0,0,0,0,0,0,0,0
196,adobe,0,0,0,0,0,0,0,0,0,0
197,adolescence,0,0,0,0,0,0,0,0,0,0
198,adolescent,0,0,0,0,0,0,0,0,0,0
199,adopt,0,0,0,0,0,0,0,0,0,0
200,adoption,0,0,0,0,0,0,0,0,0,0
201,adorable,0,0,0,0,1,0,1,0,0,0
202,adoration,0,0,0,0,1,0,1,0,0,1
203,adore,0,1,0,0,1,0,1,0,0,1
204,adorn,0,0,0,0,0,0,0,0,0,0
205,adornment,0,0,0,0,0,0,0,0,0,0
206,adrift,0,1,0,1,0,1,0,1,0,0
207,adult,0,0,0,0,0,0,0,0,0,0
208,adulterate,0,0,0,0,0,1,0,0,0,0
209,adultery,0,0,1,0,0,1,0,1,0,0
210,advance,0,1,0,1,1,0,1,0,1,0
211,advancement,0,0,0,0,0,0,1,0,0,0
212,advantage,0,0,0,0,0,0,1,0,0,0
213,advantageou,0,0,0,0,0,0,1,0,0,0
214,advent,0,1,0,0,1,0,1,0,0,1
215,adventure,0,1,0,0,0,0,1,0,0,0
216,adventurer,0,0,0,0,0,0,0,0,0,0
217,adventurou,0,0,0,0,0,0,1,0,0,0
218,adversary,1,0,0,0,0,1,0,0,0,0
219,adverse,1,0,1,1,0,1,0,1,0,0
220,adversity,1,0,0,1,0,1,0,1,0,0
221,advertise,0,0,0,0,0,0,0,0,0,0
222,advertisement,0,0,0,0,0,0,0,0,0,0
223,advice,0,0,0,0,0,0,0,0,0,1
224,advisable,0,0,0,0,0,0,1,0,0,1
225,advise,0,0,0,0,0,0,1,0,0,1
226,advisement,0,0,0,0,0,0,0,0,0,0
227,adviser,0,0,0,0,0,0,1,0,0,1
228,advocacy,1,1,0,0,1,0,1,0,0,1
229,advocate,0,0,0,0,0,0,0,0,0,1
230,aegi,0,0,0,0,0,0,0,0,0,0
231,aeration,0,0,0,0,0,0,0,0,0,0
232,aerial,0,0,0,0,0,0,0,0,0,0
233,aerodrome,0,0,0,0,0,0,0,0,0,0
234,aerodynamic,0,0,0,0,0,0,0,0,0,0
235,aeronautic,0,0,0,0,0,0,0,0,0,0
236,aeroplane,0,0,0,0,0,0,0,0,0,0
237,aesthetic,0,0,0,0,1,0,1,0,0,0
238,aetiology,0,0,0,0,0,0,0,0,0,0
239,afar,0,0,0,0,0,0,0,0,0,0
240,affable,0,0,0,0,0,0,1,0,0,0
241,affair,0,0,0,0,0,0,0,0,0,0
242,affect,0,0,0,0,0,0,0,0,0,0
243,affection,0,0,0,0,1,0,1,0,0,1
244,affiche,0,0,0,0,0,0,0,0,0,0
245,affidavit,0,0,0,0,0,0,0,0,0,0
246,affiliate,0,0,0,0,0,0,1,0,0,0
247,affiliation,0,0,0,0,0,0,0,0,0,0
248,affinity,0,0,0,0,0,0,0,0,0,0
249,affirm,0,0,0,0,0,0,1,0,0,1
250,affirmation,0,0,0,0,0,0,1,0,0,0
251,affirmative,0,0,0,0,0,0,1,0,0,0
252,affirmatively,0,0,0,0,0,0,1,0,0,1
253,affix,0,0,0,0,0,0,0,0,0,0
254,afflict,0,0,0,1,0,1,0,1,0,0
255,affliction,0,0,1,1,0,1,0,1,0,0
256,affluence,0,0,0,0,1,0,1,0,0,0
257,affluent,0,0,0,0,0,0,1,0,0,0
258,afford,0,0,0,0,0,0,1,0,0,0
259,affront,1,0,1,1,0,1,0,1,1,0
260,afield,0,0,0,0,0,0,0,0,0,0
261,afore,0,0,0,0,0,0,0,0,0,0
262,aforemention,0,0,0,0,0,0,0,0,0,0
263,aforesaid,0,0,0,0,0,0,0,0,0,0
264,afraid,0,0,0,1,0,1,0,0,0,0
265,afresh,0,0,0,0,0,0,0,0,0,0
266,aft,0,0,0,0,0,0,0,0,0,0
267,aftermath,1,0,1,1,0,1,0,1,0,0
268,afternoon,0,0,0,0,0,0,0,0,0,0
269,aftertaste,0,0,0,0,0,1,0,0,0,0
270,afterthought,0,0,0,0,0,0,0,0,0,0
271,aga,0,0,0,1,0,0,1,0,0,1
272,agate,0,0,0,0,0,0,0,0,0,0
273,age,0,0,0,0,0,0,0,0,0,0
274,agency,0,0,0,0,0,0,0,0,0,0
275,agent,0,0,0,0,0,0,0,0,0,0
276,agglomeration,0,0,0,0,0,0,0,0,0,0
277,aggravate,1,0,0,0,0,1,0,1,0,0
278,aggravation,1,0,1,0,0,1,0,0,0,0
279,aggregate,0,0,0,0,0,0,0,0,0,0
280,aggregation,0,0,0,0,0,0,0,0,0,0
281,aggression,1,0,0,1,0,1,0,0,0,0
282,aggressive,1,0,0,1,0,1,0,0,0,0
283,aggressor,1,0,0,1,0,1,0,0,0,0
284,aghast,0,0,1,1,0,1,0,0,1,0
285,agile,0,0,0,0,0,0,1,0,0,0
286,agility,0,0,0,0,0,0,1,0,0,0
287,agitate,1,0,0,0,0,1,0,0,0,0
288,agitation,1,0,0,0,0,1,0,0,0,0
289,agnostic,0,0,0,0,0,0,0,0,0,0
290,ago,0,0,0,0,0,0,0,0,0,0
291,agonize,0,0,0,1,0,1,0,0,0,0
292,agony,1,0,0,1,0,1,0,1,0,0
293,agree,0,0,0,0,0,0,1,0,0,1
294,agreeable,0,0,0,0,0,0,1,0,0,1
295,agreement,0,0,0,0,0,0,1,0,0,1
296,agricultural,0,0,0,0,0,0,0,0,0,0
297,agriculture,0,0,0,0,0,0,1,0,0,0
298,aground,0,0,0,0,0,1,0,0,0,0
299,agua,0,0,0,0,0,0,0,0,0,0
300,ahead,0,0,0,0,0,0,1,0,0,0
301,aid,0,0,0,0,0,0,1,0,0,0
302,ail,0,0,0,1,0,1,0,1,0,0
303,ailment,0,0,0,0,0,0,0,0,0,0
304,aim,0,0,0,0,0,0,0,0,0,0
305,aimle,0,0,0,0,0,1,0,0,0,0
306,air,0,0,1,0,0,1,0,0,0,0
307,airbag,0,0,0,0,0,0,0,0,0,0
308,airlift,0,0,0,0,0,0,0,0,0,0
309,airline,0,0,0,0,0,0,0,0,0,0
310,airman,0,0,0,0,0,0,0,0,0,0
311,airplane,0,0,0,0,0,0,0,0,0,0
312,airport,0,1,0,0,0,0,0,0,0,0
313,airship,0,0,0,0,0,0,0,0,0,0
314,aisle,0,0,0,0,0,0,0,0,0,0
315,ait,0,0,0,0,0,0,0,0,0,0
316,ajar,0,0,0,0,0,0,0,0,0,0
317,akin,0,0,0,0,0,0,0,0,0,1
318,alabaster,0,0,0,0,0,0,1,0,0,0
319,alarm,0,0,0,1,0,1,0,0,1,0
320,alb,0,0,0,0,0,0,0,0,0,1
321,album,0,0,0,0,0,0,0,0,0,0
322,alchemy,0,0,0,0,0,0,0,0,0,0
323,alcohol,0,0,0,0,0,0,0,0,0,0
324,alcoholism,1,0,1,1,0,1,0,1,0,0
325,alcove,0,0,0,0,0,0,0,0,0,0
326,alert,0,1,0,1,0,0,0,0,1,0
327,alertne,0,1,0,1,0,0,1,0,1,0
328,alfalfa,0,0,0,0,0,0,0,0,0,0
329,algebra,0,0,0,0,0,0,0,0,0,0
330,algebraic,0,0,0,0,0,0,0,0,0,0
331,algorithm,0,0,0,0,0,0,0,0,0,0
332,alibi,0,0,0,0,0,0,0,0,0,0
333,alien,0,0,1,1,0,1,0,0,0,0
334,alienate,1,0,1,0,0,1,0,1,0,0
335,alienation,1,0,1,1,0,1,0,1,0,0
336,alight,0,0,0,0,0,0,0,0,0,0
337,align,0,0,0,0,0,0,0,0,0,0
338,alignment,0,0,0,0,0,0,0,0,0,0
339,alike,0,0,0,0,0,0,0,0,0,0
340,alimentation,0,0,0,0,0,0,1,0,0,0
341,alimony,0,0,0,0,0,1,0,0,0,0
342,aliquot,0,0,0,0,0,0,0,0,0,0
343,alive,0,1,0,0,1,0,1,0,0,1
344,alkali,0,0,0,0,0,0,0,0,0,0
345,alkaloid,0,0,0,0,0,0,0,0,0,0
346,allay,0,0,0,0,0,0,1,0,0,0
347,allegation,1,0,0,0,0,1,0,0,0,0
348,allege,0,0,0,0,0,1,0,0,0,0
349,allegiance,0,0,0,0,0,0,1,0,0,1
350,allegorical,0,0,0,0,0,0,0,0,0,0
351,allegory,0,0,0,0,0,0,0,0,0,0
352,allegro,0,0,0,0,0,0,1,0,0,0
353,alleviate,0,0,0,0,0,0,1,0,0,0
354,alleviation,0,0,0,0,0,0,1,0,0,0
355,alley,0,0,0,0,0,0,0,0,0,0
356,alliance,0,0,0,0,0,0,0,0,0,1
357,alligator,0,0,0,0,0,0,0,0,0,0
358,allocate,0,0,0,0,0,0,0,0,0,0
359,allocation,0,0,0,0,0,0,0,0,0,0
360,allot,0,0,0,0,0,0,0,0,0,0
361,allotment,0,0,0,0,0,0,0,0,0,0
362,allow,0,0,0,0,0,0,0,0,0,0
363,allowable,0,0,0,0,0,0,1,0,0,0
364,allowance,0,0,0,0,0,0,0,0,0,0
365,alloy,0,0,0,0,0,0,0,0,0,0
366,allure,0,1,0,0,1,0,1,0,1,0
367,allusion,0,0,0,0,0,0,0,0,0,0
368,alluvial,0,0,0,0,0,0,0,0,0,0
369,ally,0,0,0,0,0,0,1,0,0,1
370,almanac,0,0,0,0,0,0,0,0,0,0
371,almighty,0,0,0,0,0,0,1,0,0,0
372,aloft,0,0,0,0,0,0,0,0,0,0
373,aloha,0,1,0,0,1,0,1,0,0,0
374,alongside,0,0,0,0,0,0,0,0,0,0
375,aloof,0,0,0,0,0,1,0,0,0,0
376,aloud,0,0,0,0,0,0,0,0,0,0
377,alphabet,0,0,0,0,0,0,0,0,0,0
378,alphabetical,0,0,0,0,0,0,0,0,0,0
379,altar,0,0,0,0,0,0,0,0,0,0
380,alter,0,0,0,0,0,0,0,0,0,0
381,alteration,0,0,0,0,0,0,0,0,0,0
382,altercation,1,0,0,0,0,1,0,0,0,0
383,alternate,0,0,0,0,0,0,0,0,0,0
384,alternative,0,0,0,0,0,0,0,0,0,0
385,altitude,0,0,0,0,0,0,0,0,0,0
386,alto,0,0,0,0,0,0,0,0,0,0
387,altogether,0,0,0,0,0,0,0,0,0,0
388,alumnu,0,0,0,0,0,0,0,0,0,0
389,alveolar,0,0,0,0,0,0,0,0,0,0
390,amalgam,0,0,0,0,0,0,0,0,0,0
391,amalgamation,0,0,0,0,0,0,0,0,0,0
392,amass,0,0,0,0,0,0,0,0,0,0
393,amateur,0,0,0,0,0,0,0,0,0,0
394,amaze,0,0,0,0,0,0,0,0,1,0
395,amazement,0,0,0,0,0,0,0,0,0,0
396,amazingly,0,0,0,0,1,0,1,0,1,0
397,ambassador,0,0,0,0,0,0,1,0,0,1
398,amber,0,0,0,0,0,0,0,0,0,0
399,ambient,0,0,0,0,0,0,0,0,0,0
400,ambiguity,0,0,0,0,0,0,0,0,0,0
401,ambiguou,0,0,0,0,0,1,0,0,0,0
402,ambit,0,0,0,0,0,0,0,0,0,0
403,ambition,0,1,0,0,1,0,1,0,0,1
404,ambitiou,0,0,0,0,0,0,0,0,0,0
405,ambulance,0,0,0,1,0,0,0,0,0,1
406,ambush,1,0,0,1,0,1,0,0,1,0
407,ameliorate,0,0,0,0,0,0,1,0,0,0
408,amen,0,0,0,0,1,0,1,0,0,1
409,amenable,0,0,0,0,0,0,1,0,0,0
410,amend,0,0,0,0,0,0,1,0,0,0
411,amendment,0,0,0,0,0,0,0,0,0,0
412,amenity,0,0,0,0,0,0,1,0,0,0
413,amethyst,0,0,0,0,0,0,0,0,0,0
414,amiable,0,0,0,0,0,0,1,0,0,0
415,amicable,0,0,0,0,1,0,1,0,0,0
416,amid,0,0,0,0,0,0,0,0,0,0
417,amidst,0,0,0,0,0,0,0,0,0,0
418,ammonia,0,0,1,0,0,0,0,0,0,0
419,ammunition,0,0,0,0,0,0,0,0,0,0
420,amnesia,0,0,0,0,0,1,0,0,0,0
421,amnesty,0,0,0,0,1,0,1,0,0,0
422,amorphou,0,0,0,0,0,0,0,0,0,0
423,amortization,0,0,0,0,0,0,0,0,0,1
424,amount,0,0,0,0,0,0,0,0,0,0
425,amour,0,1,0,0,1,0,1,0,0,1
426,ampersand,0,0,0,0,0,0,0,0,0,0
427,amphetamine,0,0,1,0,0,1,0,0,0,0
428,amphibian,0,0,0,0,0,0,0,0,0,0
429,amphibiou,0,0,0,0,0,0,0,0,0,0
430,amphitheater,0,0,0,0,0,0,0,0,0,0
431,amplification,0,0,0,0,0,0,0,0,0,0
432,amplify,0,0,0,0,0,0,0,0,0,0
433,amplitude,0,0,0,0,0,0,0,0,0,0
434,amply,0,0,0,0,0,0,0,0,0,0
435,amputation,0,0,0,0,0,0,0,0,0,0
436,amulet,0,0,0,0,0,0,0,0,0,0
437,amuse,0,0,0,0,1,0,1,0,0,0
438,amusement,0,0,0,0,1,0,1,0,0,0
439,ana,0,0,0,0,0,0,0,0,0,0
440,anaconda,0,0,1,1,0,1,0,0,0,0
441,anaesthesia,0,0,0,0,0,0,0,0,0,0
442,anaesthetic,0,0,0,0,0,0,0,0,0,0
443,anal,0,0,0,0,0,1,0,0,0,0
444,analgesic,0,0,0,0,0,0,0,0,0,0
445,analogou,0,0,0,0,0,0,0,0,0,0
446,analogue,0,0,0,0,0,0,0,0,0,0
447,analogy,0,0,0,0,0,0,0,0,0,0
448,analysi,0,0,0,0,0,0,0,0,0,0
449,analyst,0,1,0,0,0,0,1,0,0,1
450,analytic,0,0,0,0,0,0,0,0,0,0
451,analyze,0,0,0,0,0,0,0,0,0,0
452,analyzer,0,0,0,0,0,0,0,0,0,0
453,anarchism,1,0,0,1,0,1,0,0,0,0
454,anarchist,1,0,0,1,0,1,0,0,0,0
455,anarchy,1,0,0,1,0,1,0,0,0,0
456,anastomosi,0,0,0,0,0,0,0,0,0,0
457,anathema,1,0,1,1,0,1,0,1,0,0
458,anatomic,0,0,0,0,0,0,0,0,0,0
459,anatomy,0,0,0,0,0,0,0,0,0,0
460,ancestor,0,0,0,0,0,0,0,0,0,0
461,ancestral,0,0,0,0,0,0,0,0,0,1
462,ancestry,0,0,0,0,0,0,0,0,0,0
463,anchor,0,0,0,0,0,0,1,0,0,0
464,anchorage,0,0,0,0,0,0,1,1,0,0
465,ancient,0,0,0,0,0,1,0,0,0,0
466,ancillary,0,0,0,0,0,0,0,0,0,0
467,androgen,0,0,0,0,0,0,0,0,0,0
468,anemone,0,0,0,0,0,0,0,0,0,0
469,anew,0,0,0,0,0,0,0,0,0,0
470,angel,0,1,0,0,1,0,1,0,1,1
471,angelic,0,0,0,0,1,0,1,0,0,1
472,anger,1,0,0,0,0,1,0,0,0,0
473,angina,0,0,0,1,0,1,0,0,0,0
474,angiography,0,0,0,0,0,0,0,0,0,0
475,angle,0,1,0,0,0,1,0,0,0,0
476,angry,1,0,1,0,0,1,0,0,0,0
477,anguish,1,0,0,1,0,1,0,1,0,0
478,angular,0,0,0,0,0,0,0,0,0,0
479,anhydrou,0,0,0,0,0,0,0,0,0,0
480,animal,0,0,0,0,0,0,0,0,0,0
481,animate,0,0,0,0,1,0,1,0,0,0
482,animation,0,0,0,0,0,0,0,0,0,0
483,animosity,1,0,1,1,0,1,0,1,0,0
484,animu,1,0,0,0,0,1,0,0,0,0
485,ankle,0,0,0,0,0,0,0,0,0,0
486,annal,0,0,0,0,0,0,0,0,0,0
487,annex,0,0,0,0,0,0,0,0,0,0
488,annexation,0,0,0,0,0,0,0,0,0,0
489,annexe,0,0,0,0,0,0,0,0,0,0
490,annihilate,1,0,0,1,0,1,0,1,0,0
491,annihilation,1,0,0,1,0,1,0,1,0,0
492,annotate,0,0,0,0,0,0,0,0,0,0
493,annotation,0,0,0,0,0,0,0,0,0,0
494,announce,0,0,0,0,0,0,0,0,0,0
495,announcement,0,1,0,0,0,0,0,0,0,0
496,annoy,1,0,1,0,0,1,0,0,0,0
497,annoyance,1,0,1,0,0,1,0,0,0,0
498,annuity,0,0,0,0,0,0,0,0,0,0
499,annul,0,0,0,0,0,1,0,0,0,0
500,annular,0,0,0,0,0,0,0,0,0,0
501,annulment,0,0,0,0,0,1,0,1,0,0
502,annulu,0,0,0,0,0,0,0,0,0,0
503,anoint,0,0,0,0,0,0,0,0,0,0
504,anomalou,0,0,0,0,0,0,0,0,0,0
505,anomaly,0,0,0,1,0,1,0,0,1,0
506,anon,0,0,0,0,0,0,0,0,0,0
507,anonymou,0,0,0,0,0,1,0,0,0,0
508,answer,0,0,0,0,0,0,0,0,0,0
509,answerable,0,0,0,0,0,0,0,0,0,1
510,ant,0,0,0,0,0,0,0,0,0,0
511,antagonism,1,0,0,0,0,1,0,0,0,0
512,antagonist,1,0,0,0,0,1,0,0,0,0
513,antagonistic,1,0,1,0,0,1,0,0,0,0
514,ante,0,0,0,0,0,0,0,0,0,0
515,antecedent,0,0,0,0,0,0,0,0,0,0
516,antelope,0,0,0,0,0,0,0,0,0,0
517,antenna,0,0,0,0,0,0,0,0,0,0
518,anterior,0,0,0,0,0,0,0,0,0,0
519,anthem,0,0,0,0,0,0,0,0,0,0
520,anthology,0,0,0,0,0,0,0,0,0,0
521,anthrax,0,0,1,1,0,1,0,1,0,0
522,anthropology,0,0,0,0,0,0,0,0,0,0
523,antibiotic,0,0,0,0,0,0,1,0,0,0
524,antichrist,1,0,1,1,0,1,0,0,0,0
525,anticipation,0,1,0,0,0,0,0,0,0,0
526,anticipatory,0,1,0,0,0,0,0,0,0,0
527,antidote,0,1,0,0,0,0,1,0,0,1
528,antifungal,0,0,0,0,0,0,1,0,0,1
529,antimony,0,0,0,0,0,0,0,0,0,0
530,antipathy,1,0,1,0,0,1,0,0,0,0
531,antiquarian,0,0,0,0,0,0,0,0,0,0
532,antiquate,0,0,0,0,0,1,0,0,0,0
533,antique,0,0,0,0,0,0,1,0,0,0
