,timestep,trust_prop,anger_prop,fear_prop,negative_prop,sadness_prop,surprise_prop,positive_prop,disgust_prop,joy_prop,anticipation_prop,trust_cnts,anger_cnts,fear_cnts,negative_cnts,sadness_cnts,surprise_cnts,positive_cnts,disgust_cnts,joy_cnts,anticipation_cnts,num_words,song_counts,WeekID,trust_prop_detrended,anger_prop_detrended,fear_prop_detrended,negative_prop_detrended,sadness_prop_detrended,surprise_prop_detrended,positive_prop_detrended,disgust_prop_detrended,joy_prop_detrended,anticipation_prop_detrended
281,1963-12-21,0.32265902556340675,0.14564927440764322,0.21876014244048106,0.40022755990036296,0.22376413775994256,0.11994455683613844,0.5007964553187361,0.1192117239045152,0.3354927562154404,0.21785933441232114,553.6666666666666,257.83333333333337,362.33333333333326,721.3333333333333,413.0,213.66666666666663,850.8333333333333,248.5,574.8333333333333,387.0,1744.5,70,-315,-0.0131669591761088,-0.0131669591761088,-0.0131669591761088,-0.0131669591761088,-0.0131669591761088,-0.0131669591761088,-0.0131669591761088,-0.0131669591761088,-0.0131669591761088,-0.0131669591761088
282,1963-12-28,0.3208142985678956,0.1528184635548603,0.2179764775091824,0.3971659264200196,0.22759095783458885,0.11572260523154736,0.5050013102165349,0.1255280390880909,0.3517938089738464,0.21532840281613133,543.3333333333333,266.3333333333333,365.83333333333326,718.8333333333335,420.5,181.16666666666663,830.6666666666665,258.5,569.0,356.66666666666674,1721.833333333333,71,-314,-0.002530931596189806,-0.002530931596189806,-0.002530931596189806,-0.002530931596189806,-0.002530931596189806,-0.002530931596189806,-0.002530931596189806,-0.002530931596189806,-0.002530931596189806,-0.002530931596189806
283,1964-01-04,0.33651016023469266,0.14317171952972366,0.2258761923282575,0.39135334494285584,0.2332802635446036,0.11698025764358905,0.5114701492879772,0.11861386345984185,0.3695423361634701,0.21133361857332755,567.3333333333334,243.66666666666669,365.16666666666674,683.8333333333333,408.1666666666666,199.5,829.6666666666667,235.83333333333331,600.0,362.6666666666666,1678.833333333333,69,-313,-0.003994784242803778,-0.003994784242803778,-0.003994784242803778,-0.003994784242803778,-0.003994784242803778,-0.003994784242803778,-0.003994784242803778,-0.003994784242803778,-0.003994784242803778,-0.003994784242803778
284,1964-01-11,0.3496484608492747,0.13120988173985554,0.2113069895713929,0.3786553266355415,0.2215724998148268,0.13046756873948473,0.5271000025782475,0.09773576834665096,0.388112334173558,0.2195794147976457,585.3333333333334,224.16666666666669,342.1666666666667,673.1666666666666,388.83333333333326,220.16666666666663,858.3333333333335,200.5,630.1666666666666,374.5,1693.333333333333,70,-312,0.008245796224318147,0.008245796224318147,0.008245796224318147,0.008245796224318147,0.008245796224318147,0.008245796224318147,0.008245796224318147,0.008245796224318147,0.008245796224318147,0.008245796224318147
285,1964-01-18,0.3744547744454547,0.12997795618262753,0.1975342401940136,0.3550181888601699,0.2197259145603492,0.13100596782456556,0.5573536628560607,0.09057161951851833,0.40144382684463903,0.22671714709931026,621.9999999999999,227.16666666666669,329.6666666666667,635.3333333333333,394.00000000000006,226.16666666666663,906.1666666666665,188.5,651.1666666666666,387.1666666666666,1697.333333333333,71,-311,0.007137732301664562,0.007137732301664562,0.007137732301664562,0.007137732301664562,0.007137732301664562,0.007137732301664562,0.007137732301664562,0.007137732301664562,0.007137732301664562,0.007137732301664562
286,1964-01-25,0.3606186245078769,0.1269623353939223,0.20355083504586235,0.35225017394899977,0.2245361416325709,0.13478185176703605,0.5528932544382249,0.0893525153685833,0.395187501875205,0.23583122504615664,646.1666666666667,237.16666666666669,360.0,691.8333333333333,441.50000000000006,250.66666666666663,984.3333333333333,201.5,714.0,436.1666666666666,1851.333333333333,75,-310,0.009114077946846377,0.009114077946846377,0.009114077946846377,0.009114077946846377,0.009114077946846377,0.009114077946846377,0.009114077946846377,0.009114077946846377,0.009114077946846377,0.009114077946846377
287,1964-02-01,0.3614699110068219,0.11374148592090925,0.1968112186414596,0.3344504142059047,0.21063329432045486,0.1236470295134557,0.5685841118883499,0.093969775609829,0.3891293036467205,0.22972578564635074,605.8333333333334,204.66666666666669,334.6666666666667,633.0,401.16666666666674,224.16666666666669,941.1666666666665,203.5,655.1666666666667,426.66666666666674,1764.833333333333,74,-309,-0.006105439399805901,-0.006105439399805901,-0.006105439399805901,-0.006105439399805901,-0.006105439399805901,-0.006105439399805901,-0.006105439399805901,-0.006105439399805901,-0.006105439399805901,-0.006105439399805901
288,1964-02-08,0.357787871207919,0.11015732459136383,0.19076871045455707,0.3383222882276037,0.19975713740736295,0.1094246809344432,0.5725118952359615,0.09242971221396112,0.38984585884808,0.20851747514195754,555.3333333333333,184.66666666666669,308.6666666666667,628.3333333333334,377.5,179.16666666666669,896.3333333333335,199.5,612.3333333333333,360.66666666666674,1694.666666666667,72,-308,-0.021208310504393202,-0.021208310504393202,-0.021208310504393202,-0.021208310504393202,-0.021208310504393202,-0.021208310504393202,-0.021208310504393202,-0.021208310504393202,-0.021208310504393202,-0.021208310504393202
289,1964-02-15,0.35881399762567945,0.10592532551449813,0.19403632065347085,0.33678885558097665,0.19467740843198586,0.10193965099035067,0.5761924846365276,0.0815253165315808,0.39442916294310937,0.21385473965504426,576.6666666666666,188.66666666666669,322.1666666666667,635.8333333333334,393.5,172.83333333333337,976.0,193.5,679.3333333333333,407.33333333333326,1788.4999999999998,75,-307,0.00533726451308672,0.00533726451308672,0.00533726451308672,0.00533726451308672,0.00533726451308672,0.00533726451308672,0.00533726451308672,0.00533726451308672,0.00533726451308672,0.00533726451308672
290,1964-02-22,0.3564147467777139,0.11046863885135799,0.19936491755489666,0.33514611001522643,0.19654486419498773,0.1161832615559354,0.5721203001763218,0.07120638281806535,0.4021397598168531,0.24162070709075065,530.1666666666666,188.16666666666669,323.6666666666667,585.8333333333334,357.0,184.83333333333331,919.5,139.0,650.3333333333334,427.83333333333326,1678.4999999999998,72,-306,0.02776596743570639,0.02776596743570639,0.02776596743570639,0.02776596743570639,0.02776596743570639,0.02776596743570639,0.02776596743570639,0.02776596743570639,0.02776596743570639,0.02776596743570639
