,timestep,Positive_prop,Negative_prop,Time_prop,Human_prop,Object_prop,Knowledge_prop,Number_prop,Communication_prop,Place_prop,Government_prop,Positive_cnts,Negative_cnts,Time_cnts,Human_cnts,Object_cnts,Knowledge_cnts,Number_cnts,Communication_cnts,Place_cnts,Government_cnts,num_words
1954,1996-01-13,0.19145047962401002,0.15065363636484477,0.12869468263525521,0.16309853114237305,0.12265334062195679,0.051927090935856096,0.06390685142962782,0.02622425529176902,0.09589077170181544,0.005500360252491658,346.5,259.66666666666663,175.66666666666669,289.8333333333333,220.16666666666666,76.0,139.66666666666666,27.5,163.33333333333334,8.5,1706.8333333333335
1955,1996-01-20,0.1865471106317304,0.15655007026926177,0.1261749974145362,0.16355214569507665,0.12529865096713644,0.05383914690215487,0.06599344979122858,0.02493832570324991,0.09174874910755144,0.005357353518073496,351.0,262.66666666666663,164.0,282.1666666666667,215.16666666666666,76.0,142.33333333333334,26.5,154.33333333333337,7.5,1681.6666666666667
1956,1996-01-27,0.18695832463691858,0.14872794659347954,0.14030999361552954,0.1621174254655214,0.12340277066379558,0.05225769392184966,0.0649500168970066,0.02314492541630587,0.09277354927151947,0.005357353518073496,345.0,251.0,171.66666666666669,280.1666666666667,208.5,72.0,140.33333333333334,23.5,154.33333333333337,7.5,1654.0
1957,1996-02-03,0.1848750157990137,0.15851658264615145,0.1405381322862148,0.1583245892965536,0.1191141175140998,0.05222509340056321,0.06440976833120471,0.0244594718206224,0.09186178258770782,0.005675446317868306,338.0,270.0,171.66666666666669,263.16666666666663,189.5,68.33333333333334,143.33333333333334,25.5,152.33333333333337,8.5,1630.3333333333333
1958,1996-02-10,0.1848470634080054,0.1675407660712324,0.13687891284660436,0.15580250718813252,0.1266275041753639,0.052535989541664836,0.06172289914830341,0.02321719486001269,0.08627385704235967,0.004553305718320668,330.0,271.0,159.66666666666669,258.16666666666663,205.99999999999997,67.33333333333334,140.33333333333334,23.0,141.83333333333337,7.5,1604.8333333333333
1959,1996-02-17,0.1834879650866899,0.1647876856236357,0.1429559288524794,0.14822709941891107,0.12994954982748894,0.05403614735712463,0.06447532039077783,0.02321719486001269,0.08461854012914687,0.0042445684537328315,251.50000000000003,279.0,168.33333333333334,241.16666666666666,210.33333333333331,75.33333333333334,141.66666666666669,23.0,140.5,6.5,1537.3333333333335
1960,1996-02-24,0.19181144216788323,0.16653465753730232,0.1409415545713936,0.15068453944486648,0.12473744511354673,0.053684529916899607,0.06583059563335399,0.023217194860012693,0.0788238847142383,0.003734156040502942,263.1666666666667,258.66666666666663,161.33333333333334,219.0,186.83333333333331,74.33333333333333,132.66666666666666,23.0,123.5,4.0,1446.5
1961,1996-03-02,0.17904859023795217,0.17249897554128182,0.1424627675926552,0.17526328970586233,0.1130604996621308,0.0515056570372617,0.06599660262553837,0.023217194860012693,0.07668809155673129,0.0002583311805734952,255.83333333333334,270.66666666666663,174.0,298.66666666666663,181.16666666666666,72.33333333333333,142.0,23.0,123.50000000000001,1.0,1542.1666666666667
1962,1996-03-09,0.18130678109009746,0.17763631863552595,0.1374990680723929,0.17825107782459343,0.12052931188897156,0.05579371404769909,0.07054871336657566,0.012413855508312322,0.06575611848446383,0.00026504108136761196,243.33333333333334,280.0,171.0,300.33333333333337,190.16666666666666,77.33333333333333,112.99999999999999,12.0,87.5,1.0,1475.6666666666667
1963,1996-03-16,0.19256677626916988,0.1783026767892578,0.1382711438726375,0.1688865860643842,0.12017543004948329,0.052459725153060945,0.07455064283239861,0.010264391204252968,0.06424684177528302,0.0002757859900717043,361.3333333333333,275.0,164.33333333333334,288.00000000000006,181.16666666666666,68.33333333333333,110.66666666666666,10.333333333333334,84.5,1.0,1544.6666666666667
