,Words,Count,SongCount,SemiAnnualSpan
12287,booooooommmmba,1,1.0,-0.0
12288,sensual,57,12.0,82.0
12289,movimiento,18,2.0,9.0
12290,muy,24,15.0,55.0
12291,viene,10,6.0,28.0
12292,africano,3,1.0,-0.0
12293,baile,6,3.0,33.0
12294,bomba,24,3.0,23.0
12295,gozar,16,4.0,85.0
12296,menear,3,1.0,-0.0
12297,mujeres,20,9.0,113.0
12298,bailan,6,1.0,-0.0
12299,mundo,35,16.0,116.0
12300,cabeza,14,4.0,26.0
12301,cintura,15,5.0,31.0
12302,empiezo,2,1.0,-0.0
12303,suavecito,38,5.0,93.0
12304,abajo,12,1.0,-0.0
12305,arriba,69,10.0,118.0
12306,hombres,4,2.0,61.0
12307,ponen,5,2.0,31.0
12308,discotecas,2,1.0,-0.0
12309,cuento,2,2.0,76.0
12310,acaba,18,2.0,76.0
12311,acábalo,4,1.0,-0.0
12312,dinner's,4,4.0,69.0
12313,chilled,22,13.0,91.0
12314,abuse,56,38.0,108.0
12315,i'm-ma-ma-ma,11,1.0,-0.0
12316,alo-o-ong,2,1.0,-0.0
12317,o-o-on,7,2.0,14.0
12318,potions,11,6.0,96.0
12319,grazed,2,2.0,38.0
12320,rollercoaster,23,9.0,87.0
12321,mummy,6,5.0,101.0
12322,treehouse,1,1.0,-0.0
12323,huff,20,13.0,106.0
12324,vie,60,11.0,111.0
12325,na-na-nah,10,2.0,22.0
12326,deluxe,3,3.0,31.0
12327,baltimore,27,18.0,85.0
12328,two-cut,1,1.0,-0.0
12329,two-step,5,5.0,22.0
12330,mustered,1,1.0,-0.0
12331,bows,38,21.0,114.0
12332,swingin,15,12.0,66.0
12333,smut,1,1.0,-0.0
12334,merk,2,2.0,7.0
12335,bluffin,3,3.0,23.0
12336,cashmeres,1,1.0,-0.0
12337,mixed,90,64.0,120.0
12338,oj,15,12.0,77.0
12339,swig,14,12.0,94.0
12340,divas,10,8.0,47.0
12341,don',19,14.0,99.0
12342,meter,21,18.0,95.0
12343,hoodies,3,3.0,20.0
12344,eighty-dime,1,1.0,-0.0
12345,eight-dimes,1,1.0,-0.0
12346,enjoyin',6,5.0,78.0
12347,east-side,1,1.0,-0.0
12348,w's,2,2.0,32.0
12349,80,38,30.0,89.0
12350,finally-,3,1.0,-0.0
12351,we-we,3,2.0,21.0
12352,bluebird,25,14.0,114.0
12353,rained,27,18.0,112.0
12354,happier,41,18.0,110.0
12355,sombody,3,1.0,-0.0
12356,brushed,25,21.0,113.0
12357,can',6,4.0,72.0
12358,another's,23,20.0,110.0
12359,whos,17,6.0,101.0
12360,patched,2,2.0,47.0
12361,leauge,1,1.0,-0.0
12362,obligation,7,6.0,104.0
12363,dedication,28,16.0,102.0
12364,whem,3,3.0,84.0
12365,bride,71,60.0,118.0
12366,tie-ups,2,2.0,85.0
12367,pollution,27,20.0,93.0
12368,classrooms,2,2.0,84.0
12369,everyplace,4,4.0,31.0
12370,alibi,28,23.0,104.0
12371,noah,11,8.0,103.0
12372,vanish,32,22.0,113.0
12373,montreal,3,3.0,15.0
12374,trains,41,28.0,103.0
12375,minnesota,14,13.0,115.0
12376,loving's,10,4.0,5.0
12377,understa-a-a-a-and,1,1.0,-0.0
12378,a-l-l,3,1.0,-0.0
12379,nah-nah-nah-nah,4,1.0,-0.0
12380,nah-nah-nah-nah-nah,9,3.0,114.0
12381,dodgin',13,10.0,95.0
12382,tenement,15,9.0,113.0
12383,wor-or-or-or-ld,1,1.0,-0.0
12384,believin',49,28.0,99.0
12385,tempting,10,10.0,111.0
12386,eve,102,59.0,117.0
12387,homesick,10,6.0,79.0
12388,sailor,51,28.0,103.0
12389,longs,15,9.0,95.0
12390,lullaby,67,28.0,116.0
12391,honeycomb,12,10.0,114.0
12392,differently,18,14.0,97.0
12393,café,15,13.0,89.0
12394,modern,86,29.0,84.0
12395,magazine,103,79.0,119.0
12396,fashioned,51,26.0,109.0
12397,trials,22,17.0,105.0
12398,replaced,37,30.0,105.0
12399,crying's,3,2.0,13.0
12400,complainin',10,9.0,98.0
12401,worryin',13,11.0,102.0
12402,trumpet,15,12.0,113.0
12403,gnc,2,2.0,56.0
12404,'see,1,1.0,-0.0
12405,doctor',1,1.0,-0.0
12406,deficiency,2,2.0,31.0
12407,prescription,19,15.0,104.0
12408,vitamin,21,10.0,88.0
12409,proceeded,4,4.0,68.0
12410,prescribe,7,6.0,81.0
12411,chemical,10,9.0,95.0
12412,reaction,99,50.0,104.0
12413,occurs,6,5.0,84.0
12414,power's,5,4.0,66.0
12415,devise,1,1.0,-0.0
12416,synthesize,1,1.0,-0.0
12417,occur,12,12.0,83.0
12418,007,5,4.0,92.0
12419,suckas,33,22.0,56.0
12420,soothin',10,5.0,54.0
12421,m-o-n-e-y,4,3.0,47.0
12422,calculation,4,3.0,45.0
12423,horce,2,1.0,-0.0
12424,provin',9,7.0,80.0
12425,educator,4,3.0,41.0
12426,devastator,2,1.0,-0.0
12427,improved,4,3.0,26.0
12428,yearns,24,9.0,64.0
12429,muse,12,8.0,82.0
12430,terminator,9,7.0,54.0
12431,eliminator,3,2.0,50.0
12432,emcees,16,10.0,74.0
12433,excite,37,25.0,106.0
12434,height,24,21.0,119.0
12435,teller,24,15.0,111.0
12436,œbye-byeâ,1,1.0,-0.0
12437,yearned,6,6.0,103.0
12438,maria,114,14.0,92.0
12439,shambala,25,2.0,-0.0
12440,yay-ey-yay-he-yay,6,1.0,-0.0
12441,helpful,3,2.0,-0.0
12442,headband,4,4.0,43.0
12443,ganja,37,11.0,69.0
12444,glands,2,2.0,19.0
12445,strand,14,6.0,111.0
12446,cornerback,3,2.0,3.0
12447,interception,2,2.0,2.0
12448,misconception,6,6.0,42.0
12449,wassup,124,45.0,55.0
12450,shakira,22,6.0,23.0
12451,gigolo,18,10.0,58.0
12452,hereditary,4,2.0,55.0
12453,28's,4,4.0,21.0
12454,february,24,17.0,112.0
12455,neveruary,1,1.0,-0.0
12456,jerry,41,35.0,111.0
12457,obituary,2,2.0,8.0
12458,flirtin',15,13.0,120.0
12459,kidney's,1,1.0,-0.0
12460,62,5,3.0,108.0
12461,ding-a-ling,62,7.0,106.0
12462,intervene,3,3.0,22.0
12463,in-between,17,16.0,110.0
12464,cautious,18,18.0,84.0
12465,cognac,9,9.0,77.0
12466,doormat's,1,1.0,-0.0
12467,oooooo,15,11.0,85.0
12468,pleases,26,19.0,113.0
12469,hawler,2,1.0,-0.0
12470,oh-ho,11,6.0,75.0
12471,wooo-hooooo,1,1.0,-0.0
12472,hoooo-ooooo,1,1.0,-0.0
12473,glidin',14,10.0,119.0
12474,vividly,2,2.0,23.0
12475,defined,11,10.0,57.0
12476,dominoes,26,6.0,61.0
12477,decatur,9,9.0,38.0
12478,unfroze,2,2.0,3.0
12479,ipod,19,11.0,24.0
12480,vacay,6,5.0,16.0
12481,womb,23,19.0,88.0
12482,lucid,4,4.0,60.0
12483,upper,33,24.0,106.0
12484,german,24,13.0,114.0
12485,cigar,15,13.0,113.0
12486,studied,18,15.0,111.0
12487,abroad,5,5.0,87.0
12488,transferred,1,1.0,-0.0
12489,admires,1,1.0,-0.0
12490,michelangelo,1,1.0,-0.0
12491,picasso,24,11.0,95.0
12492,gershwin,6,3.0,99.0
12493,señorita,26,18.0,112.0
12494,suffering,43,35.0,117.0
12495,cabin,26,19.0,110.0
12496,layovers,1,1.0,-0.0
12497,norway,2,2.0,1.0
12498,egypt,12,11.0,101.0
12499,pyramids,9,8.0,101.0
12500,giza,1,1.0,-0.0
12501,pisa,6,3.0,60.0
12502,caesar,11,9.0,103.0
12503,italy,22,18.0,119.0
12504,colosseum,2,2.0,0.0
12505,vinci,4,4.0,14.0
12506,singular,2,2.0,61.0
12507,plural,5,5.0,18.0
12508,europe,24,12.0,112.0
12509,euros,7,7.0,15.0
12510,berlin,15,11.0,104.0
12511,murals,2,2.0,10.0
12512,virgo,2,2.0,17.0
12513,reservations,9,9.0,84.0
12514,merlot,4,3.0,1.0
12515,burgundy,7,7.0,61.0
12516,traveling,87,49.0,112.0
12517,español,3,3.0,22.0
12518,barcelona,28,4.0,21.0
12519,impression,35,26.0,94.0
12520,poet,41,31.0,106.0
12521,matchin',25,16.0,36.0
12522,bras,15,14.0,114.0
12523,tiptoein',3,3.0,12.0
12524,counter,61,46.0,117.0
12525,browser,1,1.0,-0.0
12526,ae,3,3.0,49.0
12527,lobby,35,24.0,40.0
12528,stewardess,11,8.0,86.0
12529,eulogy,4,4.0,21.0
12530,outfit's,2,2.0,16.0
12531,stupidest,2,2.0,10.0
12532,tutor,9,7.0,34.0
12533,hops,14,7.0,41.0
12534,breweries,1,1.0,-0.0
12535,sideline,5,5.0,28.0
12536,julius,2,2.0,10.0
12537,wider,26,19.0,106.0
12538,stacking,27,19.0,52.0
12539,c-notes,11,11.0,43.0
12540,cee-lo,5,5.0,45.0
12541,uhm,18,8.0,66.0
12542,signal,34,30.0,90.0
12543,re-occurring,1,1.0,-0.0
12544,church's,1,1.0,-0.0
12545,dunkin,3,3.0,21.0
12546,mid-europe,1,1.0,-0.0
12547,joning,1,1.0,-0.0
12548,silverback,2,2.0,6.0
12549,bubblegum,13,13.0,107.0
12550,shuttle,9,9.0,57.0
12551,grandmum,1,1.0,-0.0
12552,un-der-stand,2,2.0,14.0
12553,mumbles,1,1.0,-0.0
12554,exhibitionist,1,1.0,-0.0
12555,according,45,17.0,110.0
12556,dic-tionary,1,1.0,-0.0
12557,violin,8,8.0,96.0
12558,encourage,10,10.0,98.0
12559,instrument,8,7.0,100.0
12560,strum,9,6.0,110.0
12561,cabbage,19,19.0,66.0
12562,corn,73,51.0,120.0
12563,muthafucka,21,15.0,39.0
12564,tell-me-somethin',1,1.0,-0.0
12565,guessin',21,17.0,116.0
12566,correctly,4,2.0,11.0
12567,stallion,19,17.0,111.0
12568,equestrian,2,2.0,13.0
12569,nancy,18,9.0,98.0
12570,kerrigan,1,1.0,-0.0
12571,greenest,8,6.0,95.0
12572,greens,38,32.0,116.0
12573,vegetarians,1,1.0,-0.0
12574,professionally,1,1.0,-0.0
12575,exceptionally,1,1.0,-0.0
12576,decimal,3,3.0,26.0
12577,effortlessly,6,5.0,60.0
12578,inception,3,3.0,1.0
12579,mining,3,3.0,46.0
12580,data,13,13.0,80.0
12581,arnold,12,9.0,120.0
12582,schwarzenegger,3,3.0,53.0
12583,igloo,9,6.0,80.0
12584,jiu,1,1.0,-0.0
12585,jitsu,1,1.0,-0.0
12586,rinse,15,7.0,47.0
12587,half-pipe,1,1.0,-0.0
12588,technical,3,3.0,11.0
12589,difficulties,4,4.0,91.0
12590,piru,6,6.0,43.0
12591,gangsters,22,17.0,102.0
12592,outlaws,11,6.0,84.0
12593,yeaaaaaah,3,3.0,14.0
12594,necessities,8,3.0,80.0
12595,selection,18,12.0,47.0
12596,fuck's,10,9.0,18.0
12597,invest,17,16.0,103.0
12598,mostly,30,22.0,100.0
12599,blessin',23,20.0,57.0
12600,directions,407,66.0,94.0
12601,purp,26,17.0,26.0
12602,nourishment,2,2.0,93.0
12603,accomplish,2,2.0,11.0
12604,backpack,10,10.0,47.0
12605,bench,34,29.0,109.0
12606,b-dot-o-b,1,1.0,-0.0
12607,baseline,5,5.0,17.0
12608,alley-oop,33,4.0,102.0
12609,rim,34,24.0,95.0
12610,boner,3,3.0,17.0
12611,rebound,27,8.0,75.0
12612,shittin',21,15.0,41.0
12613,'96,13,10.0,44.0
12614,'97,3,3.0,13.0
12615,mutombo,2,2.0,15.0
12616,dikembe,3,3.0,10.0
12617,australia,11,11.0,113.0
12618,sydney,4,4.0,105.0
12619,tuned,29,23.0,120.0
12620,bitch's,5,4.0,25.0
12621,tre,11,7.0,58.0
12622,rat-tat-a-tat-tat,1,1.0,-0.0
12623,boog,2,2.0,21.0
12624,raz,4,3.0,36.0
12625,fizz,8,8.0,93.0
12626,omarion,9,6.0,32.0
12627,whatevers,1,1.0,-0.0
12628,cuss,40,35.0,114.0
12629,b2k,16,7.0,4.0
12630,hipped,3,3.0,17.0
12631,steez,15,8.0,46.0
12632,20'z,1,1.0,-0.0
12633,glover,7,6.0,44.0
12634,dis,94,46.0,114.0
12635,dropin',1,1.0,-0.0
12636,2001,7,6.0,49.0
12637,sheezy,7,7.0,4.0
12638,pied,23,6.0,74.0
12639,appointment,8,6.0,101.0
12640,massage,19,18.0,82.0
12641,superstars,47,16.0,76.0
12642,'licia,1,1.0,-0.0
12643,pampered,1,1.0,-0.0
12644,limo,16,16.0,86.0
12645,swope,1,1.0,-0.0
12646,abs,3,3.0,8.0
12647,shhh,35,17.0,65.0
12648,motivation,27,20.0,85.0
12649,preperation,1,1.0,-0.0
12650,pimperation,1,1.0,-0.0
12651,session,26,20.0,118.0
12652,arguin',7,7.0,28.0
12653,carousel,43,25.0,99.0
12654,spun,19,13.0,114.0
12655,skirts,24,22.0,93.0
12656,nonsense,23,16.0,106.0
12657,redundant,2,2.0,0.0
12658,episode,32,20.0,87.0
12659,package,30,28.0,117.0
12660,64,9,8.0,49.0
12661,girl's,156,90.0,119.0
12662,heheheh,3,3.0,102.0
12663,bruno,4,4.0,62.0
12664,foolishness,6,6.0,56.0
12665,paddle,9,9.0,118.0
12666,draft,16,14.0,99.0
12667,actors,17,14.0,96.0
12668,underdogs,11,4.0,9.0
12669,nosebleeds,7,6.0,12.0
12670,molded,7,7.0,89.0
12671,hadn,3,3.0,51.0
12672,chosen,74,60.0,115.0
12673,blueprint,11,7.0,81.0
12674,airplanes,23,9.0,82.0
12675,simpler,7,5.0,73.0
12676,partyin',24,7.0,32.0
12677,smashin',14,8.0,79.0
12678,glam,5,4.0,70.0
12679,pandemonium,3,3.0,28.0
12680,blackness,6,6.0,34.0
12681,unfolds,12,10.0,77.0
12682,airplane,37,16.0,101.0
12683,relevant,8,5.0,36.0
12684,politics,21,18.0,105.0
12685,asks,55,48.0,115.0
12686,beverly,40,22.0,112.0
12687,errybody's,1,1.0,-0.0
12688,errybody,9,4.0,10.0
12689,response,14,13.0,119.0
12690,function,42,29.0,103.0
12691,noticeably,1,1.0,-0.0
12692,custody,9,8.0,106.0
12693,random,22,13.0,64.0
12694,luckily,5,5.0,24.0
12695,prevent,8,6.0,95.0
12696,artist,48,45.0,120.0
12697,succumb,3,3.0,57.0
12698,pivot,3,3.0,45.0
12699,perspective,18,17.0,79.0
12700,optical,1,1.0,-0.0
12701,snappin',22,13.0,107.0
12702,presto,6,4.0,101.0
12703,ahooooooo,3,1.0,-0.0
12704,volunteer,5,5.0,72.0
12705,babblin',2,2.0,39.0
12706,blaine,79,30.0,47.0
12707,mindfreak,3,2.0,16.0
12708,prepare,51,38.0,109.0
12709,astounded,2,2.0,2.0
12710,poltergeist,1,1.0,-0.0
12711,pinocchio,5,5.0,55.0
12712,venom,12,12.0,95.0
12713,pitta-da-da,1,1.0,-0.0
12714,intergalactic,31,3.0,40.0
12715,ether,4,4.0,17.0
12716,adidas,13,12.0,45.0
12717,adhesive,1,1.0,-0.0
12718,on'll,1,1.0,-0.0
12719,evel,2,2.0,16.0
12720,knievel,2,2.0,16.0
12721,spectacular,4,4.0,31.0
12722,pumps,79,23.0,82.0
12723,hocus,5,5.0,76.0
12724,pocus,6,6.0,76.0
12725,getaway,33,20.0,93.0
12726,ooohooohhoo,1,1.0,-0.0
12727,ohhhhohhha,1,1.0,-0.0
12728,heyayyayy,1,1.0,-0.0
12729,erased,26,18.0,89.0
12730,repay,15,14.0,78.0
12731,deed,21,15.0,103.0
12732,would'nt,5,3.0,50.0
12733,improv,2,2.0,47.0
12734,yeahhhhhh,2,2.0,17.0
12735,joyyyyy,1,1.0,-0.0
12736,blackstreet,12,6.0,11.0
12737,bellamy,3,3.0,41.0
12738,bootie,5,5.0,42.0
12739,genes,9,7.0,75.0
12740,yippy,6,2.0,1.0
12741,yippee,3,2.0,44.0
12742,twan,2,2.0,1.0
12743,checking,105,75.0,118.0
12744,promising,15,13.0,108.0
12745,shaped,18,14.0,103.0
12746,2-way,2,2.0,5.0
12747,smoothest,2,2.0,24.0
12748,fabolous,14,11.0,24.0
12749,bub,21,14.0,43.0
12750,deservin,1,1.0,-0.0
12751,bada-bing,9,2.0,29.0
12752,bada-boom,10,2.0,29.0
12753,weeping,36,32.0,101.0
12754,june,101,76.0,118.0
12755,clingin,1,1.0,-0.0
12756,fab-o-losa,1,1.0,-0.0
12757,closa,1,1.0,-0.0
12758,wrestler,4,4.0,26.0
12759,fab,32,17.0,70.0
12760,t-scott,1,1.0,-0.0
12761,stoke,3,3.0,59.0
12762,hums,4,3.0,80.0
12763,moonbeams,6,6.0,61.0
12764,jealously,2,2.0,94.0
12765,pretended,17,14.0,115.0
12766,disobeyed,3,3.0,63.0
12767,lecture,17,14.0,112.0
12768,ouy,1,1.0,-0.0
12769,shoudn't,1,1.0,-0.0
12770,eveything,2,2.0,66.0
12771,beaten,33,25.0,108.0
12772,cookup,1,1.0,-0.0
12773,kushups,1,1.0,-0.0
12774,pic,10,8.0,17.0
12775,mills,16,14.0,49.0
12776,swervin',20,15.0,45.0
12777,fuckboy,8,7.0,11.0
12778,ain't',2,2.0,37.0
12779,juicy,69,28.0,84.0
12780,lowkey,13,8.0,11.0
12781,onyx,14,8.0,51.0
12782,sonic,4,4.0,37.0
12783,ebonics,2,2.0,11.0
12784,lab,24,20.0,47.0
12785,crisp,9,8.0,106.0
12786,clippers,2,2.0,11.0
12787,r-u-g-r-a-t-s,1,1.0,-0.0
12788,angelica,1,1.0,-0.0
12789,exposure,3,3.0,68.0
12790,dil,2,1.0,-0.0
12791,stroller,11,6.0,115.0
12792,snot,3,3.0,13.0
12793,chuckie,3,1.0,-0.0
12794,petro,3,3.0,15.0
12795,chucky,4,3.0,36.0
12796,rugrat,2,2.0,8.0
12797,twin,45,29.0,49.0
12798,phil,37,26.0,115.0
12799,misses,42,22.0,107.0
12800,diggity,22,4.0,41.0
12801,playettes,1,1.0,-0.0
12802,playette,5,2.0,2.0
12803,collab',1,1.0,-0.0
12804,creations,2,2.0,10.0
12805,slouch,4,4.0,44.0
12806,vouch,9,8.0,58.0
12807,attracting,4,4.0,55.0
12808,honeys,43,21.0,112.0
12809,magnet,21,14.0,98.0
12810,eargasms,1,1.0,-0.0
12811,shakers,3,3.0,33.0
12812,grounds,7,7.0,78.0
12813,forte,2,2.0,7.0
12814,catchin',48,25.0,110.0
12815,herb's,1,1.0,-0.0
12816,spin's,1,1.0,-0.0
12817,verb,8,6.0,39.0
12818,phatness,1,1.0,-0.0
12819,bang-bang,16,9.0,55.0
12820,trump,28,23.0,49.0
12821,peeps,45,29.0,83.0
12822,cartier,37,20.0,47.0
12823,sported,1,1.0,-0.0
12824,pinkie,8,6.0,43.0
12825,be's,15,10.0,114.0
12826,fake-ass,3,3.0,16.0
12827,proves,14,12.0,105.0
12828,predictably,1,1.0,-0.0
12829,playette's,1,1.0,-0.0
12830,capital,39,28.0,100.0
12831,chauncy,1,1.0,-0.0
12832,maggie,29,6.0,92.0
12833,tamika,4,4.0,49.0
12834,productions,4,3.0,77.0
12835,springtime,50,24.0,105.0
12836,'my,5,4.0,107.0
12837,man',5,5.0,88.0
12838,'she,1,1.0,-0.0
12839,particular,19,12.0,105.0
12840,meddling,1,1.0,-0.0
12841,nursing,9,9.0,81.0
12842,whippin',57,38.0,99.0
12843,recommend,7,6.0,82.0
12844,reprimanded,1,1.0,-0.0
12845,greater,64,49.0,118.0
12846,momentary,1,1.0,-0.0
12847,recommened,1,1.0,-0.0
12848,savoir,10,2.0,17.0
12849,faire,19,7.0,80.0
12850,argument,17,13.0,95.0
12851,sho-nuff,2,2.0,3.0
12852,touch',2,1.0,-0.0
12853,writes,20,15.0,119.0
12854,moffatt,1,1.0,-0.0
12855,gil,3,2.0,70.0
12856,ofarim,2,1.0,-0.0
12857,squeezer,2,1.0,-0.0
12858,endearing,3,3.0,51.0
12859,brian,21,10.0,106.0
12860,littrell,3,1.0,-0.0
12861,blossom,29,21.0,111.0
12862,oooohh,7,6.0,48.0
12863,bsb,1,1.0,-0.0
12864,bravo,12,5.0,100.0
12865,backstreet,12,11.0,114.0
12866,pappa,4,3.0,76.0
12867,scooter,8,6.0,83.0
12868,andreas,2,2.0,39.0
12869,biber,1,1.0,-0.0
12870,sash,1,1.0,-0.0
12871,moffat,1,1.0,-0.0
12872,blumchen,1,1.0,-0.0
12873,4the,1,1.0,-0.0
12874,kisha,1,1.0,-0.0
12875,daniel,19,7.0,114.0
12876,r'g'n,1,1.0,-0.0
12877,bobo,3,3.0,29.0
12878,2-4,1,1.0,-0.0
12879,아님,1,1.0,-0.0
12880,어떤,1,1.0,-0.0
12881,다른,2,1.0,-0.0
12882,뭐라,1,1.0,-0.0
12883,해도,2,1.0,-0.0
12884,난,13,5.0,5.0
12885,자유롭네,1,1.0,-0.0
12886,나는,10,4.0,12.0
12887,항상,1,1.0,-0.0
12888,나였기에,1,1.0,-0.0
12889,손가락질,1,1.0,-0.0
12890,해,5,2.0,0.0
12891,전혀,1,1.0,-0.0
12892,신경,1,1.0,-0.0
12893,쓰지,1,1.0,-0.0
12894,않네,1,1.0,-0.0
12895,나를,4,3.0,8.0
12896,욕하는,1,1.0,-0.0
12897,너의,8,4.0,5.0
12898,그,7,5.0,12.0
12899,이유가,1,1.0,-0.0
12900,뭐든,1,1.0,-0.0
12901,간에,1,1.0,-0.0
12902,뭘,4,2.0,12.0
12903,어쩌고,2,1.0,-0.0
12904,저쩌고,2,1.0,-0.0
12905,떠들어대셔,2,1.0,-0.0
12906,그니까,2,1.0,-0.0
12907,넌,5,3.0,5.0
12908,너나,2,1.0,-0.0
12909,잘하셔,2,1.0,-0.0
12910,얼쑤,9,1.0,-0.0
12911,좋다,6,1.0,-0.0
12912,지화자,3,1.0,-0.0
12913,oh-oh-owoah,12,1.0,-0.0
12914,oh-oh-owoah-owoah,6,1.0,-0.0
12915,덩기덕,6,1.0,-0.0
12916,쿵더러러,6,1.0,-0.0
12917,마치,2,2.0,1.0
12918,오우상,1,1.0,-0.0
12919,때론,1,1.0,-0.0
12920,슈퍼히어로가,1,1.0,-0.0
12921,돼,1,1.0,-0.0
12922,돌려대,1,1.0,-0.0
12923,anpanman,1,1.0,-0.0
12924,이십사시간이,1,1.0,-0.0
12925,적지,1,1.0,-0.0
12926,헷갈림,1,1.0,-0.0
12927,내겐,1,1.0,-0.0
12928,사치,1,1.0,-0.0
12929,내,17,5.0,8.0
12930,속안엔,2,1.0,-0.0
12931,몇,3,2.0,1.0
12932,십,1,1.0,-0.0
12933,백명의,1,1.0,-0.0
12934,내가,6,3.0,1.0
12935,있어,1,1.0,-0.0
12936,오늘,1,1.0,-0.0
12937,또,1,1.0,-0.0
12938,날,8,3.0,1.0
12939,맞이해,1,1.0,-0.0
12940,어차피,1,1.0,-0.0
12941,전부,2,2.0,0.0
12942,다,4,2.0,0.0
12943,나이기에,1,1.0,-0.0
12944,고민보다는,1,1.0,-0.0
12945,걍,1,1.0,-0.0
12946,달리네,1,1.0,-0.0
12947,가끔,1,1.0,-0.0
12948,멀리,1,1.0,-0.0
12949,돌아가도,1,1.0,-0.0
12950,my-my,23,4.0,118.0
12951,이,8,4.0,5.0
12952,순간,1,1.0,-0.0
12953,행복해,1,1.0,-0.0
12954,kingston,19,13.0,106.0
12955,caboosey,1,1.0,-0.0
12956,nathin',1,1.0,-0.0
12957,choosey,6,5.0,21.0
12958,peanut,57,16.0,115.0
12959,grainy,1,1.0,-0.0
12960,sophisticasted,1,1.0,-0.0
12961,busi',1,1.0,-0.0
12962,chica,34,13.0,89.0
12963,cyclone,33,9.0,86.0
12964,ringtone,12,9.0,23.0
12965,goose,85,55.0,120.0
12966,'tron,6,3.0,6.0
12967,what-da-da-dang,6,1.0,-0.0
12968,what-da-da-da-dang,6,1.0,-0.0
12969,첫눈에,1,1.0,-0.0
12970,널,15,3.0,5.0
12971,알아보게,1,1.0,-0.0
12972,됐어,2,2.0,1.0
12973,서롤,1,1.0,-0.0
12974,불러왔던,1,1.0,-0.0
12975,것처럼,1,1.0,-0.0
12976,혈관,1,1.0,-0.0
12977,속,1,1.0,-0.0
12978,dna가,2,1.0,-0.0
12979,말해줘,1,1.0,-0.0
12980,찾아,1,1.0,-0.0
12981,헤매던,1,1.0,-0.0
12982,너라는,1,1.0,-0.0
12983,걸,1,1.0,-0.0
12984,우리,2,2.0,0.0
12985,만남은,1,1.0,-0.0
12986,수학의,1,1.0,-0.0
12987,공식,1,1.0,-0.0
12988,종교의,1,1.0,-0.0
12989,율법,1,1.0,-0.0
12990,우주의,1,1.0,-0.0
12991,섭리,1,1.0,-0.0
12992,내게,1,1.0,-0.0
12993,주어진,1,1.0,-0.0
12994,운명의,1,1.0,-0.0
12995,증거,1,1.0,-0.0
12996,너는,5,3.0,1.0
12997,꿈의,1,1.0,-0.0
12998,출처,1,1.0,-0.0
12999,너에게,1,1.0,-0.0
13000,내민,1,1.0,-0.0
13001,손은,1,1.0,-0.0
13002,정해진,1,1.0,-0.0
13003,숙명,1,1.0,-0.0
13004,걱정하지,3,1.0,-0.0
13005,마,5,2.0,0.0
13006,모든,8,2.0,1.0
13007,건,5,1.0,-0.0
13008,우연이,7,1.0,-0.0
13009,아니니까,7,1.0,-0.0
13010,우린,6,2.0,0.0
13011,완전,5,3.0,10.0
13012,달라,3,1.0,-0.0
13013,운명을,6,1.0,-0.0
13014,찾아낸,6,1.0,-0.0
13015,둘이니까,5,1.0,-0.0
13016,우주가,2,1.0,-0.0
13017,생긴,2,1.0,-0.0
13018,날부터,2,1.0,-0.0
13019,계속,4,1.0,-0.0
13020,무한의,2,1.0,-0.0
13021,세기를,2,1.0,-0.0
13022,넘어서,2,1.0,-0.0
13023,전생에도,2,1.0,-0.0
13024,아마,2,1.0,-0.0
13025,다음,2,1.0,-0.0
13026,생에도,2,1.0,-0.0
13027,영원히,6,1.0,-0.0
13028,함께니까,3,1.0,-0.0
13029,너에게만,1,1.0,-0.0
13030,집중해,1,1.0,-0.0
13031,좀,3,2.0,10.0
13032,더,3,2.0,0.0
13033,세게,1,1.0,-0.0
13034,이끄네,1,1.0,-0.0
13035,태초의,1,1.0,-0.0
13036,원하는데,1,1.0,-0.0
13037,이건,1,1.0,-0.0
13038,필연이야,1,1.0,-0.0
13039,우리만이,1,1.0,-0.0
13040,그녀를,1,1.0,-0.0
13041,볼,3,2.0,0.0
13042,때마다,1,1.0,-0.0
13043,소스라치게,1,1.0,-0.0
13044,놀라,1,1.0,-0.0
13045,신기하게,1,1.0,-0.0
13046,자꾸만,1,1.0,-0.0
13047,숨이,1,1.0,-0.0
13048,멎는,1,1.0,-0.0
13049,게,2,1.0,-0.0
13050,참,1,1.0,-0.0
13051,이상해,1,1.0,-0.0
13052,설마,1,1.0,-0.0
13053,이런,1,1.0,-0.0
13054,말로만,1,1.0,-0.0
13055,듣던,1,1.0,-0.0
13056,사랑이란,1,1.0,-0.0
13057,감정일까,1,1.0,-0.0
13058,애초부터,1,1.0,-0.0
13059,심장은,1,1.0,-0.0
13060,향해,1,1.0,-0.0
13061,뛰니까,1,1.0,-0.0
13062,돌아보지,1,1.0,-0.0
13063,말아,2,1.0,-0.0
13064,우리니까,1,1.0,-0.0
13065,후회하지,1,1.0,-0.0
13066,위해서라면,6,1.0,-0.0
13067,슬퍼도,3,1.0,-0.0
13068,기쁜,3,1.0,-0.0
13069,척,7,2.0,5.0
13070,할,8,2.0,1.0
13071,수가,6,1.0,-0.0
13072,있었어,6,1.0,-0.0
13073,아파도,3,1.0,-0.0
13074,강한,3,1.0,-0.0
13075,사랑이,3,1.0,-0.0
13076,사랑만으로,3,1.0,-0.0
13077,완벽하길,3,1.0,-0.0
13078,약점들은,3,1.0,-0.0
13079,숨겨지길,3,1.0,-0.0
