,Words,Count,SongCount,SemiAnnualSpan
29302,lawmen,1,1.0,-0.0
29303,twists,17,8.0,93.0
29304,railings,3,3.0,86.0
29305,motorshed,1,1.0,-0.0
29306,metalhead,1,1.0,-0.0
29307,chine,1,1.0,-0.0
29308,moon's,15,12.0,99.0
29309,bloodstain,4,4.0,62.0
29310,figureheads,1,1.0,-0.0
29311,emotionless,2,2.0,39.0
29312,ultra-chrome,2,1.0,-0.0
29313,barbarella,5,1.0,-0.0
29314,tranquilize,3,3.0,104.0
29315,deviation,2,2.0,29.0
29316,plasticomo,1,1.0,-0.0
29317,pro-genetic,1,1.0,-0.0
29318,exploitation's,1,1.0,-0.0
29319,painless,8,6.0,63.0
29320,abandon,6,6.0,36.0
29321,afire,5,4.0,111.0
29322,dodo,11,4.0,53.0
29323,straddle,5,3.0,58.0
29324,juices,5,4.0,56.0
29325,stalked,3,3.0,58.0
29326,drumming,6,6.0,83.0
29327,bobber,1,1.0,-0.0
29328,reaching',4,1.0,-0.0
29329,suped-up,2,1.0,-0.0
29330,pbr,2,2.0,9.0
29331,countryside,14,7.0,93.0
29332,a-running,32,10.0,113.0
29333,floorboard,9,5.0,24.0
29334,a-tellin',2,2.0,4.0
29335,neighbours,15,11.0,110.0
29336,daddy'd,1,1.0,-0.0
29337,willie's,3,3.0,13.0
29338,dilly,12,5.0,98.0
29339,come'n,1,1.0,-0.0
29340,sweet-lovin',1,1.0,-0.0
29341,free-ee-ee,2,1.0,-0.0
29342,mee-ee-ee,2,1.0,-0.0
29343,awhh,1,1.0,-0.0
29344,lady-friend,1,1.0,-0.0
29345,woudn't've,1,1.0,-0.0
29346,for-get,1,1.0,-0.0
29347,uh-iz-i-iz-i-should,6,1.0,-0.0
29348,1993,4,4.0,1.0
29349,vogues,48,16.0,48.0
29350,okie,3,3.0,18.0
29351,clydes,2,2.0,7.0
29352,retrospect,1,1.0,-0.0
29353,nosin',1,1.0,-0.0
29354,smobbin',2,2.0,1.0
29355,hideout,3,3.0,44.0
29356,crossin',5,5.0,47.0
29357,ganked,2,2.0,2.0
29358,dooney,1,1.0,-0.0
29359,burke,2,2.0,54.0
29360,nail's,1,1.0,-0.0
29361,clothe,1,1.0,-0.0
29362,durant,2,2.0,47.0
29363,vict'ry,4,3.0,114.0
29364,nighty-night,2,2.0,10.0
29365,rushes,14,10.0,102.0
29366,terminally,2,2.0,4.0
29367,whisperin',4,4.0,93.0
29368,auto,4,4.0,84.0
29369,spyder,2,2.0,15.0
29370,debutantes,1,1.0,-0.0
29371,fa-fa-fa-find,1,1.0,-0.0
29372,long-long-long-long,2,1.0,-0.0
29373,run-run-run,2,2.0,34.0
29374,run-run,19,4.0,61.0
29375,outlaw's,1,1.0,-0.0
29376,abel,1,1.0,-0.0
29377,southward,1,1.0,-0.0
29378,thyme,1,1.0,-0.0
29379,moans,4,4.0,74.0
29380,hoohoohoo,1,1.0,-0.0
29381,colitas,1,1.0,-0.0
29382,tiffany-twisted,1,1.0,-0.0
29383,steely,8,6.0,71.0
29384,witchy,2,1.0,-0.0
29385,waahaa,1,1.0,-0.0
29386,night-time,8,7.0,43.0
29387,johnny-come-lately,2,1.0,-0.0
29388,bailey,3,3.0,76.0
29389,jellyfish,2,2.0,35.0
29390,uhhh,14,11.0,74.0
29391,sookie,1,1.0,-0.0
29392,bargained,14,8.0,87.0
29393,seemingly,5,5.0,88.0
29394,lastless,1,1.0,-0.0
29395,relative,5,5.0,54.0
29396,brace,18,16.0,67.0
29397,e-end,1,1.0,-0.0
29398,fifty-four,2,2.0,10.0
29399,em7,22,1.0,-0.0
29400,a7,28,1.0,-0.0
29401,d6,3,1.0,-0.0
29402,dalt,3,1.0,-0.0
29403,gdim,3,1.0,-0.0
29404,expresso,1,1.0,-0.0
29405,it's-a,21,4.0,50.0
29406,ca,13,6.0,85.0
29407,bm7,2,1.0,-0.0
29408,bre,2,2.0,116.0
29409,pin',1,1.0,-0.0
29410,move-a,1,1.0,-0.0
29411,ter,1,1.0,-0.0
29412,juke-box,1,1.0,-0.0
29413,hebrews,1,1.0,-0.0
29414,chariots,1,1.0,-0.0
29415,ghettro,1,1.0,-0.0
29416,scraper,2,1.0,-0.0
29417,ta-dow,2,2.0,20.0
29418,mainstream,4,3.0,25.0
29419,sugarcoated,1,1.0,-0.0
29420,raggaman,1,1.0,-0.0
29421,zeus,3,3.0,22.0
29422,pipey,1,1.0,-0.0
29423,zig-zagged,1,1.0,-0.0
29424,1800,2,2.0,25.0
29425,yadadamean,3,3.0,24.0
29426,yadada,1,1.0,-0.0
29427,ghostride,5,2.0,3.0
29428,thizz,5,2.0,14.0
29429,goooood,12,3.0,92.0
29430,burrrp,1,1.0,-0.0
29431,burp,11,8.0,40.0
29432,skiggedy,1,1.0,-0.0
29433,skay,1,1.0,-0.0
29434,e-40,5,4.0,46.0
29435,g-a-m-e,2,2.0,1.0
29436,sauer,2,2.0,42.0
29437,p226,1,1.0,-0.0
29438,hipper,5,3.0,42.0
29439,hippopotamus,2,2.0,33.0
29440,neurologist,1,1.0,-0.0
29441,atlas,8,8.0,43.0
29442,seven-oh-seven,1,1.0,-0.0
29443,terrace,4,3.0,43.0
29444,ballcap,3,3.0,40.0
29445,flush,13,8.0,66.0
29446,esopha-garus,1,1.0,-0.0
29447,d-shot,1,1.0,-0.0
29448,orientated,1,1.0,-0.0
29449,related,11,10.0,116.0
29450,fibered,1,1.0,-0.0
29451,metamucil,1,1.0,-0.0
29452,timah,12,1.0,-0.0
29453,wata,5,1.0,-0.0
29454,wata-ahh,1,1.0,-0.0
29455,smob,3,2.0,0.0
29456,shive,4,1.0,-0.0
29457,slangin,3,3.0,7.0
29458,smobs,1,1.0,-0.0
29459,busterettes,1,1.0,-0.0
29460,al-mighty,1,1.0,-0.0
29461,flotation,1,1.0,-0.0
29462,phin,1,1.0,-0.0
29463,testicles,3,3.0,33.0
29464,ho-cake,1,1.0,-0.0
29465,malse,1,1.0,-0.0
29466,evaporated,2,2.0,42.0
29467,beatch,1,1.0,-0.0
29468,happenin,7,7.0,73.0
29469,understandin,1,1.0,-0.0
29470,v-town,5,4.0,5.0
29471,mobbin,4,4.0,35.0
29472,potnah,1,1.0,-0.0
29473,inmate,2,2.0,4.0
29474,welllll,3,3.0,60.0
29475,welll,2,1.0,-0.0
29476,candid,3,3.0,42.0
29477,penelopes,1,1.0,-0.0
29478,swarmin',1,1.0,-0.0
29479,surveillance,1,1.0,-0.0
29480,binoculars,8,8.0,105.0
29481,p-uh-please,1,1.0,-0.0
29482,c-l-i-c,1,1.0,-0.0
29483,washtowels,1,1.0,-0.0
29484,tale-listic,1,1.0,-0.0
29485,potnas,1,1.0,-0.0
29486,wellll,7,1.0,-0.0
29487,mom'd,1,1.0,-0.0
29488,upstate,7,7.0,50.0
29489,bouts,1,1.0,-0.0
29490,eight-year,1,1.0,-0.0
29491,twamp,1,1.0,-0.0
29492,waterfront,1,1.0,-0.0
29493,vallejo,2,2.0,46.0
29494,pervin,1,1.0,-0.0
29495,contestses,1,1.0,-0.0
29496,conversatin',2,2.0,5.0
29497,zeniths,1,1.0,-0.0
29498,fetti,5,5.0,41.0
29499,1-luv,1,1.0,-0.0
29500,storm-lost,2,1.0,-0.0
29501,faintly,2,2.0,1.0
29502,lonesomeness,1,1.0,-0.0
29503,bellow,1,1.0,-0.0
29504,youuuuu,28,4.0,84.0
29505,simpin,2,1.0,-0.0
29506,doooooo,4,1.0,-0.0
29507,tremendous,4,4.0,68.0
29508,psychadelic,1,1.0,-0.0
29509,40-water,1,1.0,-0.0
29510,shooken,2,1.0,-0.0
29511,dooooo,5,3.0,80.0
29512,hannnnnndle,1,1.0,-0.0
29513,e-4-oh,1,1.0,-0.0
29514,rubia,2,2.0,16.0
29515,bombshell,5,5.0,37.0
29516,appallin,1,1.0,-0.0
29517,chasin,8,6.0,31.0
29518,datin,1,1.0,-0.0
29519,au-dacity,1,1.0,-0.0
29520,swattin,1,1.0,-0.0
29521,plottin,2,2.0,18.0
29522,stall-ion,1,1.0,-0.0
29523,tamin,2,2.0,0.0
29524,del-philly,1,1.0,-0.0
29525,squakin,1,1.0,-0.0
29526,stalkin,1,1.0,-0.0
29527,pricin,1,1.0,-0.0
29528,nicy,1,1.0,-0.0
29529,viscous,1,1.0,-0.0
29530,changin,16,9.0,76.0
29531,settin,3,3.0,29.0
29532,handcuff,8,8.0,38.0
29533,shorty-bang,1,1.0,-0.0
29534,shoutin,2,2.0,2.0
29535,fantasizin,2,2.0,12.0
29536,oooh's,1,1.0,-0.0
29537,ahhh's,1,1.0,-0.0
29538,5'7,1,1.0,-0.0
29539,erick,7,4.0,32.0
29540,sermon's,2,2.0,43.0
29541,mackadocious,2,2.0,2.0
29542,e-d,1,1.0,-0.0
29543,relation-,1,1.0,-0.0
29544,sellout,4,3.0,52.0
29545,era's,1,1.0,-0.0
29546,md,4,4.0,73.0
29547,capri,4,4.0,49.0
29548,megablast,1,1.0,-0.0
29549,rhonda,116,6.0,64.0
29550,comfortably,3,3.0,37.0
29551,three-quarter,1,1.0,-0.0
29552,exxon,2,2.0,40.0
29553,potholes,1,1.0,-0.0
29554,knock-down,3,1.0,-0.0
29555,drag-outs,3,1.0,-0.0
29556,self-help,1,1.0,-0.0
29557,dazzled,5,3.0,91.0
29558,constellation,8,4.0,56.0
29559,jupiter,12,6.0,99.0
29560,neptune,10,6.0,101.0
29561,riff,11,9.0,66.0
29562,freighter,1,1.0,-0.0
29563,orlando,7,3.0,95.0
29564,sheboygan,1,1.0,-0.0
29565,admitten',1,1.0,-0.0
29566,pomona,2,2.0,9.0
29567,muskegon,1,1.0,-0.0
29568,toledo,4,4.0,44.0
29569,often-tangled,1,1.0,-0.0
29570,starless,2,2.0,16.0
29571,sunless,1,1.0,-0.0
29572,vowing,1,1.0,-0.0
29573,imbedded,1,1.0,-0.0
29574,hows,3,3.0,57.0
29575,teeters,1,1.0,-0.0
29576,jeering,1,1.0,-0.0
29577,baffled,8,7.0,98.0
29578,sandalwood,1,1.0,-0.0
29579,pervades,1,1.0,-0.0
29580,muddled,3,3.0,42.0
29581,rumpled,1,1.0,-0.0
29582,apathy,4,4.0,76.0
29583,specks,6,3.0,92.0
29584,button's,1,1.0,-0.0
29585,outguessed,1,1.0,-0.0
29586,cloistered,1,1.0,-0.0
29587,callow,2,2.0,1.0
29588,billow,2,2.0,1.0
29589,altho,1,1.0,-0.0
29590,fondest,1,1.0,-0.0
29591,muthaphuckkin,4,1.0,-0.0
29592,'loc,1,1.0,-0.0
29593,e-a-z-y-e,1,1.0,-0.0
29594,squabble,2,2.0,4.0
29595,eazy's,2,2.0,6.0
29596,payday,5,5.0,57.0
29597,she-thang,1,1.0,-0.0
29598,muthaphuckkin',4,1.0,-0.0
29599,dresta,1,1.0,-0.0
29600,yap,7,3.0,67.0
29601,pranksters,2,1.0,-0.0
29602,fag,7,6.0,100.0
29603,floodin',3,2.0,11.0
29604,knocc,1,1.0,-0.0
29605,wannabes,7,3.0,49.0
29606,eazy-e,5,5.0,56.0
29607,sergeant's,2,2.0,21.0
29608,eaze,1,1.0,-0.0
29609,duz,1,1.0,-0.0
29610,knuckle-heads,1,1.0,-0.0
29611,cold-shootin',1,1.0,-0.0
29612,gta,9,2.0,5.0
29613,freebase,2,2.0,37.0
29614,cluckhead,1,1.0,-0.0
29615,8-ball,3,3.0,91.0
29616,nappy-ass,2,2.0,6.0
29617,cold-knocked,1,1.0,-0.0
29618,socked,12,10.0,99.0
29619,municipal,4,2.0,104.0
29620,fart,7,5.0,31.0
29621,disruption,1,1.0,-0.0
29622,six-year,1,1.0,-0.0
29623,baliff,1,1.0,-0.0
29624,sub-machine,1,1.0,-0.0
29625,attempted,2,2.0,8.0
29626,padapapow,4,1.0,-0.0
29627,true-ass,1,1.0,-0.0
29628,bow-down,1,1.0,-0.0
29629,bow-wow,1,1.0,-0.0
29630,a-z-y,1,1.0,-0.0
29631,wanna-be,1,1.0,-0.0
29632,gank,2,2.0,4.0
29633,griff,1,1.0,-0.0
29634,streetz,1,1.0,-0.0
29635,bg,2,2.0,10.0
29636,busta-ass,2,2.0,10.0
29637,chooses,3,3.0,51.0
29638,reflected,11,10.0,110.0
29639,solamente,11,4.0,38.0
29640,ramblas,2,1.0,-0.0
29641,sagrada,1,1.0,-0.0
29642,sangría,2,1.0,-0.0
29643,cariño,2,2.0,5.0
29644,adoro,2,2.0,20.0
29645,nosotros,9,3.0,31.0
29646,otros,2,2.0,0.0
29647,viva,18,5.0,105.0
29648,orwell,2,2.0,8.0
29649,doorbells,1,1.0,-0.0
29650,nine-to-five,4,4.0,47.0
29651,uni,1,1.0,-0.0
29652,trappings,3,2.0,37.0
29653,eraser,11,3.0,36.0
29654,dumps,13,7.0,91.0
29655,a14,1,1.0,-0.0
29656,wembley,2,2.0,8.0
29657,240,1,1.0,-0.0
29658,damian's,1,1.0,-0.0
29659,inspiration's,1,1.0,-0.0
29660,befall,1,1.0,-0.0
29661,stapled,2,2.0,30.0
29662,29th,2,2.0,48.0
29663,fluffed,1,1.0,-0.0
29664,nightgowns,1,1.0,-0.0
29665,grafton,1,1.0,-0.0
29666,gaelic,1,1.0,-0.0
29667,chatted,2,2.0,39.0
29668,galway,11,1.0,-0.0
29669,céili,1,1.0,-0.0
29670,trad,1,1.0,-0.0
29671,carrickfergus,1,1.0,-0.0
29672,cappella,3,3.0,73.0
29673,outstayed,1,1.0,-0.0
29674,doritos,2,2.0,48.0
29675,lamppost,3,3.0,96.0
29676,smile's,8,6.0,106.0
29677,soapbox,2,2.0,1.0
29678,religions,4,4.0,27.0
29679,peoples',4,4.0,65.0
29680,positivity,8,6.0,74.0
29681,exponential,3,1.0,-0.0
29682,growth,11,5.0,44.0
29683,portfolios,3,1.0,-0.0
29684,balanced,3,3.0,76.0
29685,re-remember,1,1.0,-0.0
29686,'burb,3,3.0,45.0
29687,málaga,1,1.0,-0.0
29688,indoors,3,3.0,82.0
29689,bwoydem,1,1.0,-0.0
29690,packet,3,3.0,49.0
29691,crisps,1,1.0,-0.0
29692,kale,2,2.0,1.0
29693,purest,10,9.0,59.0
29694,grandeur,1,1.0,-0.0
29695,thunderous,1,1.0,-0.0
29696,pastries,3,1.0,-0.0
29697,motherland,11,7.0,67.0
29698,weary-eyed,2,2.0,79.0
29699,hand-rolled,1,1.0,-0.0
29700,backfields,1,1.0,-0.0
29701,no-man's,1,1.0,-0.0
29702,soberin',1,1.0,-0.0
29703,handmade,5,4.0,92.0
29704,thrifty,2,2.0,2.0
29705,takeaway,1,1.0,-0.0
29706,a-there,3,1.0,-0.0
29707,luxery,1,1.0,-0.0
29708,athinkin',1,1.0,-0.0
29709,ahere,1,1.0,-0.0
29710,a-knockin',4,4.0,72.0
29711,a-doin',2,2.0,16.0
29712,house'll,1,1.0,-0.0
29713,a-shakin',1,1.0,-0.0
29714,a-home,2,2.0,35.0
29715,somebody',1,1.0,-0.0
29716,ma-ma-ma-ma-ma-ma-mama,1,1.0,-0.0
29717,ooo-uh,1,1.0,-0.0
29718,boo-ooo-ooo-ooo-ooo,1,1.0,-0.0
29719,boo-ooo-ooo-oo-gie,1,1.0,-0.0
29720,boo-ooo-ooo-ooo-gie,4,1.0,-0.0
29721,uh-huh-huh-huh,1,1.0,-0.0
29722,ah-ha-ha-ha,4,2.0,34.0
29723,boo-oooo-ooo-ooo-gie,1,1.0,-0.0
29724,fr,1,1.0,-0.0
29725,zodiac,11,6.0,84.0
29726,sagittarius,9,3.0,87.0
29727,leo,10,8.0,87.0
29728,backslide,1,1.0,-0.0
29729,dreams'll,1,1.0,-0.0
29730,association,3,2.0,45.0
29731,philosopher,1,1.0,-0.0
29732,diesel-powered,2,1.0,-0.0
29733,huh-huh-huh,1,1.0,-0.0
29734,hey-ey,10,7.0,95.0
29735,doo-ooh-woo-ooh,6,1.0,-0.0
29736,doo-doo-doo-doo-doo-ooh-ooh,5,1.0,-0.0
29737,recollect,9,6.0,80.0
29738,road's,12,8.0,98.0
29739,man-,1,1.0,-0.0
29740,you-,4,4.0,78.0
29741,listen-,1,1.0,-0.0
29742,quit-,1,1.0,-0.0
29743,free-,2,2.0,19.0
29744,now-,2,2.0,32.0
29745,rough-,1,1.0,-0.0
29746,whoo-ooo-oh-oooh,7,1.0,-0.0
29747,whooo-ooo-oh-ooh,1,1.0,-0.0
29748,whoo-oo-oh-ooh,1,1.0,-0.0
29749,morning',1,1.0,-0.0
29750,uh-,1,1.0,-0.0
29751,fast-heading,1,1.0,-0.0
29752,oh-we-oh,11,1.0,-0.0
29753,goad,1,1.0,-0.0
29754,wring,3,3.0,111.0
29755,rosanna's,6,2.0,29.0
29756,rosanna,23,3.0,29.0
29757,controls,18,16.0,120.0
29758,tracked,4,4.0,88.0
29759,rainbow's,17,10.0,85.0
29760,toads,2,2.0,20.0
29761,slanted,3,2.0,34.0
29762,'63,5,5.0,79.0
29763,wipers,6,4.0,28.0
29764,slappin,4,4.0,55.0
29765,weavin',2,1.0,-0.0
29766,wine's,3,2.0,25.0
29767,suspicions,23,5.0,75.0
29768,honeydrippin',1,1.0,-0.0
29769,paw,10,7.0,103.0
29770,maw,2,2.0,18.0
29771,pappy's,4,3.0,15.0
29772,cochran,6,6.0,82.0
29773,newbury,2,2.0,89.0
29774,acuff-rose,1,1.0,-0.0
29775,tubert,1,1.0,-0.0
29776,byers,1,1.0,-0.0
29777,peters,1,1.0,-0.0
29778,1825,1,1.0,-0.0
29779,sweetheart's,1,1.0,-0.0
29780,fudd,4,4.0,97.0
29781,tennesee,3,1.0,-0.0
29782,spaniard's,1,1.0,-0.0
29783,foal,1,1.0,-0.0
29784,thud,1,1.0,-0.0
29785,stud's,1,1.0,-0.0
29786,loped,1,1.0,-0.0
29787,whoopped,1,1.0,-0.0
29788,whopped,1,1.0,-0.0
29789,stirrup,3,2.0,25.0
29790,forded,1,1.0,-0.0
29791,babyy,6,5.0,114.0
29792,botherin',1,1.0,-0.0
29793,composer,1,1.0,-0.0
29794,lonley,4,2.0,2.0
29795,sweeten,9,6.0,114.0
29796,unicorn's,1,1.0,-0.0
29797,jeweller's,2,1.0,-0.0
29798,pulpit,3,3.0,66.0
29799,eeh-dum-pum-pay,1,1.0,-0.0
29800,brixton,3,3.0,19.0
29801,weepin',9,8.0,29.0
29802,remainin',1,1.0,-0.0
29803,entrust,1,1.0,-0.0
29804,à,17,12.0,112.0
29805,m'avez,3,1.0,-0.0
29806,pourtant,1,1.0,-0.0
29807,frôlé,1,1.0,-0.0
29808,quand,4,2.0,40.0
29809,passiez,1,1.0,-0.0
29810,n'étiez,1,1.0,-0.0
29811,peu,2,2.0,34.0
29812,fier,1,1.0,-0.0
29813,comblait,1,1.0,-0.0
29814,votre,2,1.0,-0.0
29815,foulard,1,1.0,-0.0
29816,soie,1,1.0,-0.0
29817,flottant,1,1.0,-0.0
29818,épaules,1,1.0,-0.0
29819,aviez,1,1.0,-0.0
29820,rôle,1,1.0,-0.0
29821,aurait,1,1.0,-0.0
29822,roi,1,1.0,-0.0
29823,marchiez,1,1.0,-0.0
29824,vainqueur,1,1.0,-0.0
29825,d'une,1,1.0,-0.0
29826,demoiselle,1,1.0,-0.0
29827,dieu,1,1.0,-0.0
29828,était,1,1.0,-0.0
29829,j'en,1,1.0,-0.0
29830,qu'il,2,1.0,-0.0
29831,suffit,1,1.0,-0.0
29832,parfois,1,1.0,-0.0
29833,ait,1,1.0,-0.0
29834,navire,2,1.0,-0.0
29835,déchire,1,1.0,-0.0
29836,s'en,1,1.0,-0.0
29837,emmenait,1,1.0,-0.0
29838,avec,18,4.0,79.0
29839,lui,1,1.0,-0.0
29840,douce,1,1.0,-0.0
29841,tendres,1,1.0,-0.0
29842,qui,5,2.0,67.0
29843,n'a,1,1.0,-0.0
29844,comprendre,1,1.0,-0.0
29845,brisait,1,1.0,-0.0
29846,pleurer,1,1.0,-0.0
29847,quoi,1,1.0,-0.0
29848,l'existence,1,1.0,-0.0
29849,donne,2,2.0,42.0
29850,toutes,1,1.0,-0.0
29851,reprendre,1,1.0,-0.0
29852,après,1,1.0,-0.0
29853,avez,1,1.0,-0.0
29854,l'air,1,1.0,-0.0
29855,d'un,1,1.0,-0.0
29856,môme,1,1.0,-0.0
29857,soigne,1,1.0,-0.0
29858,remords,1,1.0,-0.0
29859,chante,2,1.0,-0.0
29860,milords,1,1.0,-0.0
29861,n'ont,1,1.0,-0.0
29862,regardez-moi,1,1.0,-0.0
29863,pleurez,1,1.0,-0.0
29864,l'aurais,1,1.0,-0.0
29865,voyons,1,1.0,-0.0
29866,souriez-moi,1,1.0,-0.0
29867,mieux,1,1.0,-0.0
29868,riez,1,1.0,-0.0
29869,chantez,1,1.0,-0.0
29870,dansez,1,1.0,-0.0
29871,petulia,1,1.0,-0.0
29872,rosemary,4,1.0,-0.0
29873,shufflin,1,1.0,-0.0
29874,twine,3,3.0,104.0
29875,therock,1,1.0,-0.0
29876,unrest,2,2.0,0.0
29877,disco-room,2,1.0,-0.0
29878,disco-fever,1,1.0,-0.0
29879,y-y'all,1,1.0,-0.0
29880,y-y-y'all,3,1.0,-0.0
29881,cemeteries,3,2.0,92.0
29882,measly,1,1.0,-0.0
29883,1986,4,2.0,61.0
29884,emeralds,4,4.0,114.0
29885,gallows,6,3.0,39.0
29886,superheroes,2,2.0,29.0
29887,clouded,8,6.0,89.0
29888,had's,4,3.0,36.0
29889,s'alright,5,2.0,10.0
29890,wolf's,1,1.0,-0.0
29891,paralysed,1,1.0,-0.0
29892,hootchie-coo,1,1.0,-0.0
29893,fingertip,1,1.0,-0.0
29894,woooooooh,2,1.0,-0.0
29895,'said,2,1.0,-0.0
29896,hamburg,1,1.0,-0.0
29897,shard,1,1.0,-0.0
29898,downstream,1,1.0,-0.0
29899,spoiling,2,2.0,17.0
29900,sky-yiy,1,1.0,-0.0
29901,a-givin',1,1.0,-0.0
29902,diddle,14,6.0,52.0
29903,glow-worm,1,1.0,-0.0
29904,he-he-hey,2,1.0,-0.0
29905,he-hey,1,1.0,-0.0
29906,dum-dee-doo-doo-doo-dum,2,1.0,-0.0
29907,twenty-thousand,2,2.0,63.0
29908,insufficient,7,5.0,98.0
29909,twilight's,2,2.0,18.0
29910,doo-wop,3,2.0,30.0
29911,do-be-do-do-wop,1,1.0,-0.0
29912,doo-wa-doo-day,2,1.0,-0.0
29913,showdown,15,11.0,100.0
29914,whamalamabamalama,8,1.0,-0.0
29915,ooh-ooh-hoo,6,1.0,-0.0
29916,gruß,6,1.0,-0.0
29917,ocean's,8,5.0,71.0
29918,chicane,1,1.0,-0.0
29919,ivanhoe,1,1.0,-0.0
29920,lancelot,1,1.0,-0.0
29921,accroches-toi,3,1.0,-0.0
29922,reve,3,1.0,-0.0
29923,bateau,1,1.0,-0.0
29924,partir,3,3.0,65.0
29925,sents,3,2.0,16.0
29926,briser,1,1.0,-0.0
29927,windup,2,2.0,33.0
29928,laissez,1,1.0,-0.0
29929,249,1,1.0,-0.0
29930,somebody'd,1,1.0,-0.0
29931,anotha,11,3.0,5.0
29932,carribean,3,3.0,87.0
29933,brukout,2,1.0,-0.0
29934,oonu,2,1.0,-0.0
29935,jook,64,1.0,-0.0
29936,dumpin,3,3.0,34.0
29937,chimney's,1,1.0,-0.0
29938,manure,4,4.0,36.0
29939,gallore,1,1.0,-0.0
29940,kiprich,1,1.0,-0.0
29941,memba,2,1.0,-0.0
29942,stoosh,2,1.0,-0.0
29943,dressa,1,1.0,-0.0
29944,bogle,7,2.0,18.0
29945,keiva,3,1.0,-0.0
29946,frank',3,2.0,18.0
29947,flank,7,2.0,0.0
29948,labba,2,1.0,-0.0
29949,grabba,1,1.0,-0.0
29950,calaloo,1,1.0,-0.0
29951,tivoli,1,1.0,-0.0
29952,papine,1,1.0,-0.0
29953,hearth,3,3.0,59.0
29954,dasheen,1,1.0,-0.0
29955,interveen,1,1.0,-0.0
29956,cockburn,1,1.0,-0.0
29957,drewsland,1,1.0,-0.0
29958,riverbed,1,1.0,-0.0
29959,fraternity,4,3.0,109.0
29960,dandimite,1,1.0,-0.0
29961,jack-knife,1,1.0,-0.0
29962,mac-heath,2,1.0,-0.0
29963,cement's,1,1.0,-0.0
29964,mack-heath,2,1.0,-0.0
29965,improvisation,1,1.0,-0.0
29966,mack-heath's,2,1.0,-0.0
29967,yoo,3,2.0,116.0
29968,oohbee,1,1.0,-0.0
29969,doohdun,1,1.0,-0.0
29970,oohnbee,1,1.0,-0.0
29971,boognbee,1,1.0,-0.0
29972,aheedee,1,1.0,-0.0
29973,abbi,1,1.0,-0.0
29974,bap,30,6.0,120.0
29975,beya,1,1.0,-0.0
29976,ein,19,5.0,51.0
29977,dein,4,3.0,51.0
29978,ohndalady,1,1.0,-0.0
29979,deepbap,1,1.0,-0.0
29980,bumblebee,3,3.0,95.0
29981,deedeedeedeedee,1,1.0,-0.0
29982,deedee,2,1.0,-0.0
29983,antdoodly,1,1.0,-0.0
29984,vebeeoopm,1,1.0,-0.0
29985,oohbayoum,1,1.0,-0.0
29986,dabie,1,1.0,-0.0
29987,oohmbappa,1,1.0,-0.0
29988,eupembappi,1,1.0,-0.0
29989,ohm,1,1.0,-0.0
29990,oohtoo,1,1.0,-0.0
29991,undn,1,1.0,-0.0
29992,datley,1,1.0,-0.0
29993,udnda,1,1.0,-0.0
29994,eun,2,1.0,-0.0
29995,byron,2,2.0,89.0
29996,eetn,1,1.0,-0.0
29997,deeby,1,1.0,-0.0
29998,deepi,1,1.0,-0.0
29999,beebeeoohdibap,1,1.0,-0.0
30000,deeoohdedootundap,1,1.0,-0.0
30001,oohtdee,2,1.0,-0.0
30002,undeedoodee,2,1.0,-0.0
30003,dootn,2,1.0,-0.0
30004,dadaploday,2,1.0,-0.0
30005,beepbee,4,1.0,-0.0
30006,oo'bapbee,2,1.0,-0.0
30007,ootndap,2,1.0,-0.0
30008,bobay,2,1.0,-0.0
30009,ootn,2,1.0,-0.0
30010,loday,2,1.0,-0.0
30011,dooblydoobly,4,1.0,-0.0
30012,dooblydeetn,1,1.0,-0.0
30013,deepdeedee,1,1.0,-0.0
30014,eudabapoya,1,1.0,-0.0
30015,beebeeum,1,1.0,-0.0
30016,beebee,1,1.0,-0.0
30017,beebeeoohbebap,1,1.0,-0.0
30018,dedap,1,1.0,-0.0
30019,boobay,1,1.0,-0.0
30020,deeodeedoodee,1,1.0,-0.0
30021,deudedeu,1,1.0,-0.0
30022,deun,1,1.0,-0.0
30023,daudau,1,1.0,-0.0
30024,baubau,1,1.0,-0.0
30025,bieubau,1,1.0,-0.0
30026,badee,1,1.0,-0.0
30027,beiu,2,1.0,-0.0
30028,heee,5,3.0,99.0
30029,eeah,1,1.0,-0.0
30030,eeetdee,1,1.0,-0.0
30031,eutandabbie,1,1.0,-0.0
30032,utan,1,1.0,-0.0
30033,dooiedoodoon'lyba,1,1.0,-0.0
30034,bieu,1,1.0,-0.0
30035,bau,2,1.0,-0.0
30036,beedeedee,3,1.0,-0.0
30037,ba-oi,1,1.0,-0.0
30038,adoodlyoohtndo,1,1.0,-0.0
30039,oohntdo,2,1.0,-0.0
30040,oothndo,1,1.0,-0.0
30041,baobaobao,1,1.0,-0.0
30042,baeu,1,1.0,-0.0
30043,beet-deet-dee,1,1.0,-0.0
30044,doodly'ap'n'boobie,1,1.0,-0.0
30045,bootbe,1,1.0,-0.0
30046,up'n,1,1.0,-0.0
30047,babba,1,1.0,-0.0
30048,baw,4,2.0,106.0
30049,ba-bey,1,1.0,-0.0
30050,yabadoreda,1,1.0,-0.0
30051,bababo,1,1.0,-0.0
30052,baya,1,1.0,-0.0
30053,bobobo,1,1.0,-0.0
30054,bi'yabeeba,1,1.0,-0.0
30055,leboga,1,1.0,-0.0
30056,panther,6,6.0,95.0
